loan_id,customer_id,branch_id,product,origination_date,term_months,exposure_gbp,interest_rate_pct,credit_score,credit_score_band,debt_to_income_ratio,loan_to_value_pct,sector,region,days_past_due,ifrs9_stage,default_flag,probability_of_default,loss_given_default,expected_credit_loss_gbp,collateral_type
L00153,C02500,BR02,Commercial Mortgage,2026-01-02,300,187100,6.12,572,Poor (300-579),1.07,83.9,Crypto Assets,London,0,Stage 1 (Performing),N,0.0707,0.18,2381,Property
L00154,C00227,BR03,Invoice Finance,2025-03-04,24,85900,10.96,519,Poor (300-579),0.09,,Real Estate,North West,0,Stage 1 (Performing),N,0.1156,0.45,4469,Receivables
L00155,C00618,BR02,Personal Loan,2025-03-16,24,9000,11.34,376,Poor (300-579),0.31,,Senior Public Official,London,15,Stage 1 (Performing),N,0.6737,0.45,2728,Unsecured
L00156,C01861,BR09,Personal Loan,2025-07-09,24,4700,8.92,700,Good (670-739),0.42,,Student,Wales,0,Stage 1 (Performing),N,0.0061,0.45,13,Unsecured
L00157,C00004,BR07,SME Term Loan,2025-11-11,36,114300,10.09,607,Fair (580-669),0.05,,Real Estate,Scotland,0,Stage 1 (Performing),N,0.0289,0.45,1486,Unsecured
L00158,C02779,BR04,Personal Loan,2025-09-23,24,11200,8.72,707,Good (670-739),0.23,,Employee,Midlands,0,Stage 1 (Performing),N,0.0051,0.45,26,Unsecured
L00159,C01731,BR05,Mortgage,2024-07-13,300,189800,5.0,714,Good (670-739),9.0,85.1,Employee,North East,0,Stage 1 (Performing),N,0.0249,0.18,851,Property
L00160,C01494,BR01,Credit Card,2024-04-17,60,2300,18.71,775,Excellent (740+),0.08,,Employee,London,0,Stage 1 (Performing),N,0.0016,0.78,3,Unsecured
L00161,C01631,BR01,Commercial Mortgage,2025-07-16,300,268500,4.61,771,Excellent (740+),0.85,74.9,Construction,London,0,Stage 1 (Performing),N,0.0016,0.18,77,Property
L00162,C02998,BR09,Credit Card,2024-04-24,60,3700,19.13,719,Good (670-739),0.06,,Self-employed,Wales,0,Stage 1 (Performing),N,0.004,0.78,12,Unsecured
L00163,C02731,BR08,Mortgage,2025-06-30,300,113300,5.41,687,Good (670-739),2.9,66.9,Employee,South West,0,Stage 1 (Performing),N,0.0134,0.18,273,Property
L00164,C01238,BR02,Personal Loan,2024-12-20,12,11500,8.4,748,Excellent (740+),0.13,,Employee,London,0,Stage 1 (Performing),N,0.0025,0.45,13,Unsecured
L00165,C01587,BR04,Personal Loan,2024-12-29,24,12700,8.31,762,Excellent (740+),0.34,,Employee,Midlands,0,Stage 1 (Performing),N,0.0021,0.45,12,Unsecured
L00166,C01999,BR10,Personal Loan,2024-12-16,60,11300,7.07,864,Excellent (740+),0.35,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0004,0.45,2,Unsecured
L00167,C02823,BR01,Mortgage,2025-06-02,300,252900,5.53,640,Fair (580-669),2.62,57.2,Retired,London,0,Stage 1 (Performing),N,0.0262,0.18,1193,Property
L00168,C01815,BR01,Overdraft,2024-11-23,24,2400,8.49,741,Excellent (740+),0.05,,Retired,London,0,Stage 1 (Performing),N,0.002,0.78,4,Unsecured
L00169,C02993,BR05,SME Term Loan,2025-06-30,60,56700,9.49,642,Fair (580-669),0.1,,Professional Services,North East,0,Stage 1 (Performing),N,0.0106,0.45,270,Unsecured
L00170,C00026,BR09,Mortgage,2024-12-06,300,139000,5.79,612,Fair (580-669),5.57,58.2,Student,Wales,0,Stage 1 (Performing),N,0.1074,0.18,2687,Property
L00171,C02653,BR04,SME Term Loan,2025-06-11,36,101300,7.16,874,Excellent (740+),0.05,,Construction,Midlands,0,Stage 1 (Performing),N,0.0002,0.45,9,Unsecured
L00172,C02747,BR04,Mortgage,2026-03-31,300,340600,5.43,675,Good (670-739),8.64,72.9,Employee,Midlands,0,Stage 1 (Performing),N,0.0467,0.18,2863,Property
L00173,C02015,BR01,Mortgage,2025-01-05,300,236200,6.03,636,Fair (580-669),2.08,79.4,Self-employed,London,0,Stage 1 (Performing),N,0.0232,0.18,986,Property
L00174,C01997,BR03,Credit Card,2026-02-05,60,3200,19.83,664,Fair (580-669),0.05,,Retired,North West,0,Stage 1 (Performing),N,0.0098,0.78,24,Unsecured
L00175,C01288,BR05,Credit Card,2025-11-07,12,4300,18.78,767,Excellent (740+),0.19,,Employee,North East,0,Stage 1 (Performing),N,0.0019,0.78,6,Unsecured
L00176,C00161,BR07,Personal Loan,2026-04-15,60,5300,9.68,615,Fair (580-669),0.07,,Employee,Scotland,0,Stage 1 (Performing),N,0.022,0.45,52,Unsecured
L00177,C00838,BR06,Credit Card,2026-03-25,24,2600,20.38,585,Fair (580-669),0.08,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.036,0.78,73,Unsecured
L00178,C00935,BR04,Credit Card,2024-04-03,60,3400,19.23,715,Good (670-739),0.06,,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0042,0.78,11,Unsecured
L00179,C01056,BR08,Mortgage,2024-01-20,300,214300,4.58,764,Excellent (740+),2.89,65.6,Employee,South West,0,Stage 1 (Performing),N,0.0037,0.18,143,Property
L00180,C02526,BR03,Personal Loan,2026-06-06,24,10400,8.82,703,Good (670-739),0.15,,Director,North West,0,Stage 1 (Performing),N,0.0053,0.45,25,Unsecured
L00181,C02313,BR03,Mortgage,2025-05-30,300,195200,4.95,716,Good (670-739),3.87,90.7,Retired,North West,0,Stage 1 (Performing),N,0.0116,0.18,408,Property
L00182,C01941,BR04,Credit Card,2024-11-10,12,2400,19.58,655,Fair (580-669),0.06,,Employee,Midlands,0,Stage 1 (Performing),N,0.0114,0.78,21,Unsecured
L00183,C01401,BR04,Mortgage,2025-01-09,300,170300,5.57,637,Fair (580-669),9.0,72.2,Property Investor,Midlands,15,Stage 1 (Performing),N,0.0845,0.18,2590,Property
L00184,C01090,BR04,Mortgage,2025-10-03,300,246200,5.21,705,Good (670-739),9.0,78.9,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0288,0.18,1276,Property
L00185,C01893,BR02,Credit Card,2025-03-23,60,1800,20.35,623,Fair (580-669),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0192,0.78,27,Unsecured
L00186,C00959,BR08,Personal Loan,2025-08-01,36,7000,9.17,673,Good (670-739),0.05,,Employee,South West,0,Stage 1 (Performing),N,0.0084,0.45,26,Unsecured
L00187,C02705,BR02,Credit Card,2026-01-12,12,3400,20.22,633,Fair (580-669),0.06,,Student,London,0,Stage 1 (Performing),N,0.0164,0.78,43,Unsecured
L00188,C00270,BR01,Invoice Finance,2024-07-06,24,116700,9.71,627,Fair (580-669),0.17,,Construction,London,0,Stage 1 (Performing),N,0.014,0.45,735,Receivables
L00189,C02673,BR01,Commercial Mortgage,2026-01-18,300,568900,5.18,701,Good (670-739),0.28,44.3,Real Estate,London,0,Stage 1 (Performing),N,0.0043,0.18,440,Property
L00190,C01577,BR02,Invoice Finance,2026-02-18,36,121000,9.25,641,Fair (580-669),0.22,,Construction,London,0,Stage 1 (Performing),N,0.0113,0.45,615,Receivables
L00191,C00023,BR01,Personal Loan,2025-10-30,12,21900,8.18,785,Excellent (740+),0.38,,Self-employed,London,0,Stage 1 (Performing),N,0.0015,0.45,15,Unsecured
L00192,C01651,BR01,Mortgage,2025-05-10,300,179900,4.86,730,Good (670-739),5.15,56.4,Employee,London,15,Stage 1 (Performing),N,0.0143,0.18,463,Property
L00193,C01837,BR01,Personal Loan,2026-04-23,24,11600,9.03,694,Good (670-739),0.1,,Employee,London,0,Stage 1 (Performing),N,0.0061,0.45,32,Unsecured
L00194,C02839,BR03,Credit Card,2025-02-19,24,2400,19.81,638,Fair (580-669),0.05,,Employee,North West,0,Stage 1 (Performing),N,0.015,0.78,28,Unsecured
L00195,C00211,BR03,Credit Card,2025-10-26,36,6800,19.34,711,Good (670-739),0.23,,Employee,North West,0,Stage 1 (Performing),N,0.0048,0.78,25,Unsecured
L00196,C01509,BR01,Credit Card,2026-06-14,36,5500,19.74,620,Fair (580-669),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0202,0.78,87,Unsecured
L00197,C01142,BR07,Personal Loan,2026-04-04,36,15600,8.34,758,Excellent (740+),0.64,,Employee,Scotland,0,Stage 1 (Performing),N,0.0025,0.45,18,Unsecured
L00198,C02557,BR02,Credit Card,2026-02-02,12,5400,20.57,606,Fair (580-669),0.27,,Employee,London,0,Stage 1 (Performing),N,0.0273,0.78,115,Unsecured
L00199,C00473,BR01,Mortgage,2026-02-20,300,270500,5.66,603,Fair (580-669),9.0,62.3,Employee,London,0,Stage 1 (Performing),N,0.1398,0.18,6807,Property
L00200,C01012,BR04,Credit Card,2025-07-31,36,4400,20.19,641,Fair (580-669),0.1,,Employee,Midlands,0,Stage 1 (Performing),N,0.0146,0.78,50,Unsecured
L00201,C01274,BR01,SME Term Loan,2025-10-19,12,107500,11.65,442,Poor (300-579),0.06,,Money Services,London,15,Stage 1 (Performing),N,0.3181,0.45,15388,Unsecured
L00202,C00329,BR05,Mortgage,2024-11-02,300,378900,5.49,650,Fair (580-669),6.91,101.6,Employee,North East,0,Stage 1 (Performing),N,0.0691,0.18,4713,Property
L00203,C00323,BR05,Personal Loan,2025-04-16,12,8400,9.6,647,Fair (580-669),0.26,,Retired,North East,0,Stage 1 (Performing),N,0.0139,0.45,53,Unsecured
L00204,C02278,BR07,Personal Loan,2024-10-06,12,7500,9.27,669,Fair (580-669),0.06,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0091,0.45,31,Unsecured
L00205,C02764,BR03,Personal Loan,2025-01-13,24,12000,8.45,747,Excellent (740+),0.41,,Employee,North West,0,Stage 1 (Performing),N,0.0028,0.45,15,Unsecured
L00206,C01953,BR02,Credit Card,2026-07-06,60,6700,21.26,544,Poor (300-579),0.09,,Employee,London,0,Stage 1 (Performing),N,0.069,0.78,361,Unsecured
L00207,C00073,BR02,Mortgage,2025-10-18,300,245200,5.21,685,Good (670-739),3.54,82.3,Employee,London,0,Stage 1 (Performing),N,0.0172,0.18,759,Property
L00208,C01412,BR02,Personal Loan,2026-08-27,24,11000,8.63,728,Good (670-739),0.36,,Employee,London,0,Stage 1 (Performing),N,0.0038,0.45,19,Unsecured
L00209,C00470,BR09,Mortgage,2025-02-27,300,320000,4.4,776,Excellent (740+),4.53,70.9,Employee,Wales,0,Stage 1 (Performing),N,0.0054,0.18,311,Property
L00210,C02343,BR06,Personal Loan,2024-11-16,24,12600,8.78,712,Good (670-739),0.3,,Employee,Scotland,0,Stage 1 (Performing),N,0.0048,0.45,27,Unsecured
L00211,C01293,BR02,Personal Loan,2025-03-18,12,5100,9.29,654,Fair (580-669),0.21,,Employee,London,0,Stage 1 (Performing),N,0.0122,0.45,28,Unsecured
L00212,C01835,BR02,Commercial Mortgage,2025-11-18,300,267700,5.04,710,Good (670-739),0.72,57.5,Construction,London,0,Stage 1 (Performing),N,0.0043,0.18,207,Property
L00213,C00839,BR10,SME Term Loan,2026-06-09,24,37200,9.28,629,Fair (580-669),0.07,,Real Estate,Northern Ireland,0,Stage 1 (Performing),N,0.0203,0.45,340,Unsecured
L00214,C01917,BR03,Credit Card,2025-12-22,12,3600,18.47,802,Excellent (740+),0.08,,Employee,North West,0,Stage 1 (Performing),N,0.001,0.78,3,Unsecured
L00215,C01854,BR03,Invoice Finance,2025-07-11,24,49200,8.66,717,Good (670-739),0.29,,Real Estate,North West,0,Stage 1 (Performing),N,0.0051,0.45,113,Receivables
L00216,C00274,BR05,Mortgage,2025-06-28,300,268300,5.28,688,Good (670-739),7.64,71.5,Employee,North East,0,Stage 1 (Performing),N,0.0379,0.18,1830,Property
L00217,C00007,BR03,Mortgage,2025-10-26,300,568000,4.22,801,Excellent (740+),9.0,53.5,Employee,North West,0,Stage 1 (Performing),N,0.006,0.18,613,Property
L00218,C02602,BR07,Personal Loan,2025-10-13,36,9200,8.73,718,Good (670-739),0.15,,Retired,Scotland,0,Stage 1 (Performing),N,0.0041,0.45,17,Unsecured
L00219,C02039,BR05,Commercial Mortgage,2025-08-11,300,422200,6.22,569,Poor (300-579),1.84,62.2,Precious Metals,North East,0,Stage 1 (Performing),N,0.0626,0.18,4757,Property
L00220,C02531,BR01,Mortgage,2025-10-15,300,185700,4.69,753,Excellent (740+),6.85,74.8,Student,London,0,Stage 1 (Performing),N,0.0132,0.18,441,Property
L00221,C02858,BR06,Overdraft,2026-02-12,24,700,7.91,797,Excellent (740+),0.05,,Director,Scotland,0,Stage 1 (Performing),N,0.0008,0.78,0,Unsecured
L00222,C01208,BR06,Personal Loan,2024-11-24,24,8500,10.19,534,Poor (300-579),0.36,,Employee,Scotland,0,Stage 1 (Performing),N,0.0878,0.45,336,Unsecured
L00223,C02033,BR06,SME Term Loan,2024-12-19,36,69000,8.51,738,Good (670-739),0.06,,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0021,0.45,65,Unsecured
L00224,C00001,BR08,SME Term Loan,2025-08-15,36,107700,10.28,583,Fair (580-669),0.09,,Retail,South West,0,Stage 1 (Performing),N,0.0279,0.45,1352,Unsecured
L00225,C01033,BR10,Mortgage,2025-11-16,300,151400,4.68,758,Excellent (740+),3.67,49.9,Property Investor,Northern Ireland,0,Stage 1 (Performing),N,0.0054,0.18,147,Property
L00226,C00318,BR02,Commercial Mortgage,2024-11-19,300,236000,5.82,580,Fair (580-669),0.38,72.5,Money Services,London,100,Stage 3 (Credit-impaired),Y,0.0497,0.18,19001,Property
L00227,C00829,BR01,Personal Loan,2026-01-26,24,15700,8.7,713,Good (670-739),0.33,,Retired,London,0,Stage 1 (Performing),N,0.0048,0.45,34,Unsecured
L00228,C02423,BR10,Mortgage,2025-11-06,300,214200,4.1,803,Excellent (740+),7.25,89.0,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0058,0.18,224,Property
L00229,C02282,BR06,Mortgage,2025-09-01,300,147700,5.44,679,Good (670-739),8.63,59.6,Employee,Scotland,0,Stage 1 (Performing),N,0.0438,0.18,1164,Property
L00230,C02260,BR02,Credit Card,2025-02-07,60,2900,18.65,793,Excellent (740+),0.15,,Employee,London,0,Stage 1 (Performing),N,0.0012,0.78,3,Unsecured
L00231,C01264,BR02,Credit Card,2025-07-09,24,3500,20.65,573,Poor (300-579),0.06,,Employee,London,0,Stage 1 (Performing),N,0.0433,0.78,118,Unsecured
L00232,C01536,BR09,Personal Loan,2025-08-25,24,17400,9.41,659,Fair (580-669),0.3,,Self-employed,Wales,0,Stage 1 (Performing),N,0.0116,0.45,91,Unsecured
L00233,C02805,BR05,Mortgage,2024-10-29,300,417200,6.15,624,Fair (580-669),9.0,64.4,Property Investor,North East,15,Stage 1 (Performing),N,0.1028,0.18,7720,Property
L00234,C02293,BR03,Credit Card,2024-09-30,36,2200,18.99,741,Excellent (740+),0.05,,Employee,North West,0,Stage 1 (Performing),N,0.0027,0.78,5,Unsecured
L00235,C02655,BR02,SME Term Loan,2025-11-03,36,160700,8.98,697,Good (670-739),0.78,,Professional Services,London,0,Stage 1 (Performing),N,0.0054,0.45,391,Unsecured
L00236,C01066,BR07,SME Term Loan,2026-05-31,36,97600,8.34,760,Excellent (740+),0.1,,Hospitality,Scotland,0,Stage 1 (Performing),N,0.0015,0.45,66,Unsecured
L00237,C01342,BR01,Mortgage,2026-05-30,300,259400,4.55,781,Excellent (740+),9.0,71.3,Employee,London,0,Stage 1 (Performing),N,0.0083,0.18,388,Property
L00238,C01657,BR03,Mortgage,2025-05-09,300,341100,5.08,699,Good (670-739),6.89,72.8,Student,North West,0,Stage 1 (Performing),N,0.0318,0.18,1952,Property
L00239,C00444,BR03,Commercial Mortgage,2025-05-29,300,273500,5.56,640,Fair (580-669),0.66,75.2,Construction,North West,150,Stage 3 (Credit-impaired),Y,0.0208,0.18,9216,Property
L00240,C02539,BR06,SME Term Loan,2025-04-06,60,140100,8.25,780,Excellent (740+),0.06,,Construction,Scotland,0,Stage 1 (Performing),N,0.0011,0.45,69,Unsecured
L00241,C02126,BR01,Mortgage,2025-06-26,300,122900,5.32,696,Good (670-739),1.07,83.4,Employee,London,0,Stage 1 (Performing),N,0.0061,0.18,135,Property
L00242,C02856,BR01,Mortgage,2025-01-11,300,179100,5.9,648,Fair (580-669),2.76,63.5,Self-employed,London,0,Stage 1 (Performing),N,0.0241,0.18,777,Property
L00243,C01931,BR02,Mortgage,2024-08-10,300,150800,6.72,571,Poor (300-579),2.9,72.1,Employee,London,0,Stage 1 (Performing),N,0.0856,0.18,2324,Property
L00244,C01618,BR04,Credit Card,2026-01-25,24,8500,18.86,755,Excellent (740+),0.16,,Retired,Midlands,0,Stage 1 (Performing),N,0.0023,0.78,15,Unsecured
L00245,C02692,BR08,Personal Loan,2025-04-06,12,25100,9.16,663,Fair (580-669),0.52,,Employee,South West,0,Stage 1 (Performing),N,0.0117,0.45,132,Unsecured
L00246,C02776,BR06,Mortgage,2025-01-26,300,310200,5.67,631,Fair (580-669),6.46,60.5,Employee,Scotland,0,Stage 1 (Performing),N,0.0925,0.18,5165,Property
L00247,C02851,BR05,Mortgage,2024-05-31,300,278300,5.74,640,Fair (580-669),1.98,52.4,Student,North East,0,Stage 1 (Performing),N,0.021,0.18,1052,Property
L00248,C02760,BR03,Personal Loan,2026-05-27,12,9500,8.87,685,Good (670-739),0.38,,Self-employed,North West,0,Stage 1 (Performing),N,0.0078,0.45,33,Unsecured
L00249,C01701,BR03,Credit Card,2025-03-10,24,8800,19.24,717,Good (670-739),0.21,,Employee,North West,0,Stage 1 (Performing),N,0.0043,0.78,30,Unsecured
L00250,C00405,BR01,Credit Card,2026-04-25,36,7500,19.47,682,Good (670-739),0.07,,Employee,London,0,Stage 1 (Performing),N,0.0073,0.78,43,Unsecured
L00251,C02817,BR01,Mortgage,2025-04-21,300,330900,6.68,566,Poor (300-579),2.68,60.7,Employee,London,0,Stage 1 (Performing),N,0.0861,0.18,5128,Property
L00252,C01413,BR03,Credit Card,2025-04-16,60,3800,19.4,679,Good (670-739),0.05,,Director,North West,0,Stage 1 (Performing),N,0.0076,0.78,23,Unsecured
L00253,C00564,BR05,Overdraft,2024-05-06,24,2200,10.03,540,Poor (300-579),0.05,,Employee,North East,100,Stage 3 (Credit-impaired),Y,0.0547,0.78,845,Unsecured
L00254,C01799,BR02,Mortgage,2025-12-31,300,213200,5.5,676,Good (670-739),2.47,52.1,Employee,London,0,Stage 1 (Performing),N,0.0138,0.18,530,Property
L00255,C00752,BR03,Credit Card,2025-04-10,60,7300,18.64,774,Excellent (740+),0.31,,Employee,North West,0,Stage 1 (Performing),N,0.0017,0.78,10,Unsecured
L00256,C01991,BR08,Mortgage,2024-12-01,300,145100,5.02,718,Good (670-739),8.81,44.1,Self-employed,South West,0,Stage 1 (Performing),N,0.0234,0.18,611,Property
L00257,C01723,BR04,Mortgage,2024-10-16,300,233600,4.38,784,Excellent (740+),5.24,89.6,Employee,Midlands,0,Stage 1 (Performing),N,0.0061,0.18,256,Property
L00258,C01533,BR05,Personal Loan,2026-05-16,36,25100,8.9,706,Good (670-739),0.4,,Self-employed,North East,0,Stage 1 (Performing),N,0.0055,0.45,62,Unsecured
L00259,C02959,BR01,Mortgage,2025-11-06,300,329600,5.4,680,Good (670-739),3.95,67.9,Student,London,0,Stage 1 (Performing),N,0.0215,0.18,1276,Property
L00260,C01223,BR10,Personal Loan,2025-10-08,24,26400,9.28,641,Fair (580-669),0.66,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0177,0.45,210,Unsecured
L00261,C00121,BR08,Credit Card,2025-01-21,36,4900,19.52,667,Fair (580-669),0.12,,Employee,South West,0,Stage 1 (Performing),N,0.0096,0.78,37,Unsecured
L00262,C01818,BR10,Commercial Mortgage,2025-03-15,300,514400,5.44,665,Fair (580-669),0.82,62.6,Retail,Northern Ireland,0,Stage 1 (Performing),N,0.0093,0.18,861,Property
L00263,C02984,BR01,SME Term Loan,2026-06-03,36,178300,8.18,768,Excellent (740+),0.13,,Technology,London,0,Stage 1 (Performing),N,0.0013,0.45,104,Unsecured
L00264,C00410,BR01,Mortgage,2025-05-20,300,298200,6.09,556,Poor (300-579),3.27,65.4,Employee,London,15,Stage 1 (Performing),N,0.1204,0.18,6463,Property
L00265,C01424,BR03,SME Term Loan,2025-12-26,12,112200,10.31,579,Poor (300-579),0.61,,Real Estate,North West,0,Stage 1 (Performing),N,0.0355,0.45,1792,Unsecured
L00266,C01905,BR08,Credit Card,2024-07-09,36,3200,21.03,547,Poor (300-579),0.12,,Employee,South West,0,Stage 1 (Performing),N,0.0665,0.78,166,Unsecured
L00267,C00209,BR08,Overdraft,2025-10-01,12,1300,9.27,630,Fair (580-669),0.05,,Employee,South West,0,Stage 1 (Performing),N,0.0128,0.78,13,Unsecured
L00268,C02367,BR03,Business Overdraft,2025-04-05,60,49400,10.18,464,Poor (300-579),0.12,,Precious Metals,North West,75,Stage 2 (Significant increase in risk),N,0.3083,0.78,41578,Unsecured
L00269,C01895,BR03,Personal Loan,2025-05-15,12,10100,9.38,602,Fair (580-669),0.39,,Employee,North West,150,Stage 3 (Credit-impaired),Y,0.0304,0.45,1244,Unsecured
L00270,C00127,BR05,Mortgage,2024-07-26,300,160200,5.94,615,Fair (580-669),8.35,90.7,Employee,North East,15,Stage 1 (Performing),N,0.1175,0.18,3388,Property
L00271,C01171,BR02,Commercial Mortgage,2024-11-21,300,628900,4.62,764,Excellent (740+),0.59,55.4,Charity,London,0,Stage 1 (Performing),N,0.0017,0.18,192,Property
L00272,C02036,BR06,Mortgage,2025-05-18,300,150600,4.35,784,Excellent (740+),1.97,41.9,Employee,Scotland,0,Stage 1 (Performing),N,0.0019,0.18,52,Property
L00273,C00472,BR01,Commercial Mortgage,2026-03-26,300,233800,6.31,578,Poor (300-579),1.55,40.1,Crypto Assets,London,0,Stage 1 (Performing),N,0.0494,0.18,2079,Property
L00274,C01502,BR05,Mortgage,2025-11-19,300,173700,5.46,660,Fair (580-669),1.93,57.8,Employee,North East,0,Stage 1 (Performing),N,0.0149,0.18,466,Property
L00275,C01755,BR06,SME Term Loan,2025-08-24,12,94100,9.06,680,Good (670-739),0.75,,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0071,0.45,301,Unsecured
L00276,C01053,BR01,Personal Loan,2025-10-19,24,13800,9.44,649,Fair (580-669),0.11,,Director,London,0,Stage 1 (Performing),N,0.0128,0.45,79,Unsecured
L00277,C01218,BR01,Personal Loan,2025-04-03,36,15400,9.26,666,Fair (580-669),0.19,,Employee,London,0,Stage 1 (Performing),N,0.01,0.45,69,Unsecured
L00278,C02003,BR09,Business Overdraft,2025-03-19,24,39300,9.71,562,Poor (300-579),0.05,,Charity,Wales,0,Stage 1 (Performing),N,0.0514,0.78,1576,Unsecured
L00279,C02311,BR06,Mortgage,2025-07-13,300,213100,4.75,747,Excellent (740+),9.0,57.4,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0145,0.18,556,Property
L00280,C01234,BR04,Invoice Finance,2025-03-01,60,72100,8.69,713,Good (670-739),0.05,,Retail,Midlands,0,Stage 1 (Performing),N,0.0032,0.45,104,Receivables
L00281,C00786,BR05,Mortgage,2024-04-25,300,213700,5.9,626,Fair (580-669),4.97,60.0,Student,North East,0,Stage 1 (Performing),N,0.0717,0.18,2758,Property
L00282,C00125,BR05,Overdraft,2024-07-05,24,1900,10.14,600,Fair (580-669),0.15,,Employee,North East,0,Stage 1 (Performing),N,0.0216,0.78,32,Unsecured
L00283,C00217,BR02,Personal Loan,2024-06-24,36,14700,9.58,618,Fair (580-669),0.45,,Student,London,0,Stage 1 (Performing),N,0.0239,0.45,158,Unsecured
L00284,C02366,BR06,SME Term Loan,2024-07-01,36,113600,8.97,666,Fair (580-669),0.28,,Import/Export,Scotland,0,Stage 1 (Performing),N,0.0076,0.45,389,Unsecured
L00285,C00167,BR07,Mortgage,2024-09-28,300,513300,5.47,660,Fair (580-669),9.0,77.1,Property Investor,Scotland,0,Stage 1 (Performing),N,0.0592,0.18,5470,Property
L00286,C00482,BR04,Personal Loan,2024-11-02,24,16000,10.0,547,Poor (300-579),0.44,,Senior Public Official,Midlands,0,Stage 1 (Performing),N,0.0738,0.45,531,Unsecured
L00287,C00229,BR07,Mortgage,2025-12-12,300,164800,5.4,671,Good (670-739),1.87,86.8,Employee,Scotland,0,Stage 1 (Performing),N,0.0122,0.18,362,Property
L00288,C02468,BR07,Mortgage,2026-01-05,300,293300,4.61,756,Excellent (740+),4.62,73.3,Employee,Scotland,0,Stage 1 (Performing),N,0.0078,0.18,412,Property
