bdd_id,customer_id,company_reg_number,incorporation_country,legal_structure,industry,sector_risk,cash_intensive,years_trading,ownership_layers,ubo_count,ubo_identified,ubo_verified,complex_structure_flag,companies_house_check,directors_screened,financial_statements_reviewed,expected_monthly_turnover_gbp,website_and_trading_address_verified,shell_company_indicators,bdd_outcome
BDD0722,C02361,12208239,United Kingdom,Private Limited,Technology,Standard,N,18,1,4,Y,Y,N,Match,Y,Y,11300,Y,N,Satisfactory
BDD0723,C02366,15768304,United Kingdom,Private Limited,Import/Export,High,N,21,2,2,Y,Y,N,Match,Y,Y,45100,Y,N,Satisfactory
BDD0724,C02367,10244684,India,Private Limited,Precious Metals,High,Y,3,2,2,Y,Y,N,N/A (non-UK),Y,Y,48100,Y,N,Satisfactory
BDD0725,C02372,10056124,India,LLP,Construction,Standard,N,36,2,1,Y,Y,N,N/A (non-UK),Y,Y,84200,Y,N,Satisfactory
BDD0726,C02373,13818086,Hong Kong,Private Limited,Import/Export,High,N,10,1,1,Y,Y,Y,N/A (non-UK),Y,Y,136200,Y,N,Satisfactory
BDD0727,C02380,10563855,Nigeria,Private Limited,Technology,Standard,N,36,2,3,Y,N,N,N/A (non-UK),Y,Y,46500,Y,N,Satisfactory
BDD0728,C02385,11182604,Cyprus,Trust,Import/Export,High,N,29,2,4,Y,Y,Y,N/A (non-UK),Y,Y,118600,N,Y,Referred to EDD
BDD0729,C02387,10449101,United Kingdom,LLP,Hospitality,Standard,Y,25,2,3,Y,Y,N,Match,Y,Y,36700,Y,N,Satisfactory
BDD0730,C02388,15599997,United Kingdom,Trust,Professional Services,Standard,N,35,1,2,Y,Y,N,Match,Y,Y,334800,Y,N,Satisfactory
BDD0731,C02391,10335993,France,Private Limited,Money Services,High,Y,6,2,4,Y,N,N,N/A (non-UK),Y,Y,138200,Y,N,Satisfactory
BDD0732,C02394,15490498,United Kingdom,Private Limited,Real Estate,High,N,28,1,3,Y,Y,N,Match,Y,Y,48000,Y,N,Satisfactory
BDD0733,C02395,10802275,United Kingdom,LLP,Hospitality,Standard,Y,6,1,1,Y,Y,N,Match,Y,Y,59700,Y,N,Satisfactory
BDD0734,C02399,15376635,Hong Kong,Private Limited,Charity,Standard,N,39,2,2,Y,Y,Y,N/A (non-UK),Y,N,36000,Y,Y,Rejected
BDD0735,C02403,11999117,Ireland,Private Limited,Retail,Standard,Y,11,2,3,Y,Y,N,N/A (non-UK),Y,Y,29300,N,N,Satisfactory
BDD0736,C02404,12555476,United Kingdom,Private Limited,Import/Export,High,N,13,1,3,Y,Y,N,Match,Y,N,7700,Y,N,Satisfactory
BDD0737,C02407,10804635,United Kingdom,Private Limited,Professional Services,Standard,N,28,2,1,Y,Y,N,Match,Y,Y,178200,Y,N,Satisfactory
BDD0738,C02408,11680751,France,Private Limited,Import/Export,High,N,16,1,2,Y,Y,N,N/A (non-UK),Y,Y,29000,N,N,Satisfactory
BDD0739,C02416,10870785,Pakistan,Private Limited,Import/Export,High,N,33,1,4,Y,Y,N,N/A (non-UK),Y,Y,33100,N,N,Satisfactory
BDD0740,C02425,11259961,Ireland,Partnership,Technology,Standard,N,15,4,4,Y,Y,Y,N/A (non-UK),Y,Y,52100,Y,Y,Rejected
BDD0741,C02427,12699988,United Kingdom,Partnership,Professional Services,Standard,N,26,3,3,Y,Y,Y,Match,Y,Y,30400,N,Y,Referred to EDD
BDD0742,C02428,12917315,Ireland,PLC,Hospitality,Standard,Y,7,2,3,Y,Y,N,N/A (non-UK),Y,Y,92600,Y,N,Satisfactory
BDD0743,C02429,13759880,UAE,Private Limited,Professional Services,Standard,N,33,1,3,Y,Y,Y,N/A (non-UK),Y,Y,156800,Y,N,Satisfactory
BDD0744,C02435,15503151,United Kingdom,Private Limited,Precious Metals,High,Y,1,3,2,Y,Y,Y,Match,Y,Y,23800,Y,N,Satisfactory
BDD0745,C02437,10269718,United Kingdom,Private Limited,Professional Services,Standard,N,9,1,1,Y,Y,N,Match,Y,Y,276600,Y,N,Satisfactory
BDD0746,C02447,11638002,United Kingdom,Partnership,Construction,Standard,N,31,1,3,Y,Y,N,Match,Y,N,36600,Y,N,Satisfactory
BDD0747,C02454,13446888,France,LLP,Import/Export,High,N,27,2,4,Y,Y,N,N/A (non-UK),Y,Y,37000,Y,N,Satisfactory
BDD0748,C02463,12821849,United Kingdom,Private Limited,Technology,Standard,N,7,2,4,Y,Y,N,Match,Y,Y,43900,Y,N,Satisfactory
BDD0749,C02470,13491495,India,Private Limited,Money Services,High,Y,10,2,2,Y,Y,N,N/A (non-UK),Y,Y,6300,Y,N,Satisfactory
BDD0750,C02473,11763064,UAE,LLP,Hospitality,Standard,Y,11,1,4,N,N,Y,N/A (non-UK),Y,Y,18700,N,Y,Referred to EDD
BDD0751,C02474,11925418,United Kingdom,Private Limited,Construction,Standard,N,26,2,2,Y,Y,N,Match,Y,Y,560900,Y,N,Satisfactory
BDD0752,C02478,14264815,United Kingdom,Trust,Import/Export,High,N,13,2,1,Y,Y,N,Match,Y,Y,133000,N,N,Satisfactory
BDD0753,C02480,11131057,United Kingdom,Private Limited,Construction,Standard,N,1,1,2,Y,Y,N,Match,Y,Y,248100,N,N,Satisfactory
BDD0754,C02482,10507055,United States,PLC,Real Estate,High,N,15,2,2,Y,Y,N,N/A (non-UK),Y,N,51800,Y,N,Satisfactory
BDD0755,C02491,13795199,United Kingdom,LLP,Import/Export,High,N,24,1,4,Y,Y,N,Match,Y,Y,34400,Y,N,Satisfactory
BDD0756,C02492,13402677,United Kingdom,PLC,Money Services,High,Y,15,1,1,Y,Y,N,Match,Y,Y,177200,Y,N,Satisfactory
BDD0757,C02496,14687827,United Kingdom,LLP,Real Estate,High,N,35,4,2,Y,Y,Y,Match,Y,Y,8800,N,N,Satisfactory
BDD0758,C02499,13932453,Nigeria,Trust,Hospitality,Standard,Y,26,2,4,Y,Y,N,N/A (non-UK),Y,Y,54100,Y,N,Satisfactory
BDD0759,C02500,11704412,UAE,Partnership,Crypto Assets,High,N,10,2,1,Y,Y,Y,N/A (non-UK),Y,Y,17300,Y,N,Satisfactory
BDD0760,C02504,12845215,United Kingdom,Partnership,Construction,Standard,N,25,2,1,Y,Y,N,Match,Y,Y,15500,N,N,Satisfactory
BDD0761,C02511,13059067,United Kingdom,Private Limited,Hospitality,Standard,Y,34,1,3,Y,Y,N,Discrepancy,Y,Y,79500,Y,N,Remediation Required
BDD0762,C02512,10603809,United Kingdom,Private Limited,Professional Services,Standard,N,38,1,4,Y,N,N,Discrepancy,Y,Y,17200,N,N,Remediation Required
BDD0763,C02514,10593368,Germany,Private Limited,Retail,Standard,Y,2,1,2,Y,Y,N,N/A (non-UK),Y,Y,76800,Y,N,Satisfactory
BDD0764,C02518,15814397,Germany,Private Limited,Construction,Standard,N,10,1,3,Y,Y,N,N/A (non-UK),Y,N,20800,N,N,Satisfactory
BDD0765,C02519,14691194,Germany,Trust,Retail,Standard,Y,26,1,3,Y,Y,N,N/A (non-UK),Y,Y,40500,N,N,Satisfactory
BDD0766,C02520,14930996,India,LLP,Real Estate,High,N,0,1,4,Y,N,N,N/A (non-UK),Y,Y,157200,Y,N,Satisfactory
BDD0767,C02521,13976254,United Kingdom,Partnership,Charity,Standard,N,16,2,3,Y,Y,N,Match,Y,N,21100,Y,N,Satisfactory
BDD0768,C02522,15105161,Nigeria,LLP,Hospitality,Standard,Y,23,4,3,Y,Y,Y,N/A (non-UK),Y,Y,78800,N,Y,Referred to EDD
BDD0769,C02524,12570212,United Kingdom,LLP,Retail,Standard,Y,1,1,2,Y,Y,N,Match,Y,N,42300,Y,N,Satisfactory
BDD0770,C02533,10976606,Nigeria,Trust,Professional Services,Standard,N,4,4,2,Y,Y,Y,N/A (non-UK),Y,Y,36100,Y,N,Satisfactory
BDD0771,C02539,13631500,United Kingdom,Private Limited,Construction,Standard,N,25,2,2,Y,Y,N,Match,Y,Y,163700,Y,N,Satisfactory
BDD0772,C02541,10315346,United Kingdom,Trust,Construction,Standard,N,18,1,2,Y,Y,N,Match,Y,Y,142200,Y,N,Satisfactory
BDD0773,C02542,15730432,United Kingdom,Partnership,Construction,Standard,N,6,1,3,Y,Y,N,Match,Y,Y,41600,N,N,Satisfactory
BDD0774,C02544,13662709,United Kingdom,Foundation,Technology,Standard,N,0,1,1,Y,Y,N,Match,Y,Y,57900,Y,N,Satisfactory
BDD0775,C02546,13371497,United Kingdom,Private Limited,Professional Services,Standard,N,19,1,4,Y,N,N,Match,Y,Y,48700,Y,N,Satisfactory
BDD0776,C02547,14236943,United Kingdom,Partnership,Hospitality,Standard,Y,36,1,1,Y,Y,N,Discrepancy,Y,N,16100,Y,N,Remediation Required
BDD0777,C02548,12563030,United Kingdom,Private Limited,Hospitality,Standard,Y,9,4,2,Y,Y,Y,Match,Y,Y,181800,Y,Y,Referred to EDD
BDD0778,C02550,13821400,India,Private Limited,Money Services,High,Y,16,2,1,Y,Y,N,N/A (non-UK),Y,Y,124800,N,N,Satisfactory
BDD0779,C02551,12716293,India,Private Limited,Money Services,High,Y,4,1,2,Y,Y,N,N/A (non-UK),Y,Y,158700,Y,N,Satisfactory
BDD0780,C02553,11332197,United Kingdom,Private Limited,Retail,Standard,Y,15,1,4,Y,N,N,Match,Y,N,24900,Y,N,Satisfactory
BDD0781,C02554,11091468,Nigeria,Private Limited,Construction,Standard,N,4,1,4,Y,Y,N,N/A (non-UK),Y,Y,35400,Y,N,Satisfactory
BDD0782,C02556,10862608,Russia,Trust,Hospitality,Standard,Y,9,4,2,Y,Y,Y,N/A (non-UK),Y,Y,44300,Y,N,Satisfactory
BDD0783,C02561,15459884,UAE,LLP,Construction,Standard,N,25,4,1,Y,N,Y,N/A (non-UK),Y,Y,167800,Y,N,Satisfactory
BDD0784,C02566,12180047,United Kingdom,Private Limited,Construction,Standard,N,18,1,1,Y,Y,N,Match,Y,Y,32200,Y,N,Satisfactory
BDD0785,C02567,13305563,Hong Kong,Trust,Import/Export,High,N,7,2,2,Y,Y,Y,N/A (non-UK),Y,N,396200,N,N,Satisfactory
BDD0786,C02578,11172206,United Kingdom,Trust,Construction,Standard,N,5,2,1,Y,Y,N,Discrepancy,Y,Y,10900,Y,N,Remediation Required
BDD0787,C02579,12369926,United Kingdom,Foundation,Technology,Standard,N,12,1,1,Y,Y,N,Match,Y,Y,45300,Y,N,Satisfactory
BDD0788,C02581,12869660,France,Trust,Real Estate,High,N,33,1,2,Y,Y,N,N/A (non-UK),Y,Y,86100,N,N,Satisfactory
BDD0789,C02582,15617696,United Kingdom,Partnership,Hospitality,Standard,Y,8,2,1,Y,Y,N,Match,Y,Y,14500,Y,N,Satisfactory
BDD0790,C02586,15391092,United Kingdom,Private Limited,Construction,Standard,N,13,1,1,Y,Y,N,Match,Y,N,19000,Y,N,Satisfactory
BDD0791,C02591,13305915,France,Private Limited,Retail,Standard,Y,5,1,2,Y,Y,N,N/A (non-UK),Y,Y,107500,Y,N,Satisfactory
BDD0792,C02593,11865111,United Kingdom,Private Limited,Import/Export,High,N,24,1,3,Y,Y,N,Match,Y,N,219100,Y,N,Satisfactory
BDD0793,C02594,10877250,United Kingdom,Private Limited,Professional Services,Standard,N,0,1,4,Y,Y,N,Match,Y,Y,15000,N,N,Satisfactory
BDD0794,C02595,15706153,United Kingdom,Private Limited,Real Estate,High,N,7,1,3,Y,Y,N,Match,Y,N,56000,Y,N,Satisfactory
BDD0795,C02597,14160310,United Kingdom,Private Limited,Technology,Standard,N,19,1,3,Y,Y,N,Match,Y,Y,43200,N,N,Satisfactory
BDD0796,C02600,12047586,United Kingdom,Trust,Import/Export,High,N,26,4,3,Y,Y,Y,Discrepancy,Y,Y,59200,Y,N,Remediation Required
BDD0797,C02604,15802164,United Kingdom,Private Limited,Retail,Standard,Y,30,1,3,Y,N,N,Match,Y,Y,15000,Y,N,Satisfactory
BDD0798,C02605,14112996,United Kingdom,Partnership,Charity,Standard,N,29,2,4,Y,Y,N,Match,Y,Y,8200,Y,N,Satisfactory
BDD0799,C02607,14960961,Pakistan,Private Limited,Money Services,High,Y,2,4,4,N,N,Y,N/A (non-UK),Y,N,19300,Y,Y,Referred to EDD
BDD0800,C02611,11591627,United Kingdom,Private Limited,Retail,Standard,Y,23,2,1,Y,Y,N,Match,Y,N,11600,Y,N,Satisfactory
BDD0801,C02615,12282425,United Kingdom,Partnership,Money Services,High,Y,6,4,3,Y,Y,Y,Match,Y,Y,82400,Y,Y,Rejected
BDD0802,C02618,12436878,United Kingdom,Private Limited,Construction,Standard,N,23,1,3,Y,N,N,Match,Y,Y,29900,Y,N,Satisfactory
BDD0803,C02622,14852007,United Kingdom,LLP,Hospitality,Standard,Y,35,1,4,Y,Y,N,Match,Y,Y,28400,Y,N,Satisfactory
BDD0804,C02626,15130819,United Kingdom,Private Limited,Construction,Standard,N,1,1,3,Y,Y,N,Match,Y,Y,284900,Y,N,Satisfactory
BDD0805,C02627,12887589,United Kingdom,Private Limited,Technology,Standard,N,36,4,2,Y,Y,Y,Match,Y,Y,51700,Y,Y,Referred to EDD
BDD0806,C02630,13609548,India,Private Limited,Money Services,High,Y,37,4,3,Y,Y,Y,N/A (non-UK),Y,N,253600,Y,N,Satisfactory
BDD0807,C02639,12428019,United Kingdom,Private Limited,Construction,Standard,N,38,2,4,Y,Y,N,Match,Y,Y,31700,Y,N,Satisfactory
BDD0808,C02642,12381286,United Kingdom,Private Limited,Professional Services,Standard,N,1,1,2,Y,Y,N,Match,Y,Y,52600,Y,N,Satisfactory
BDD0809,C02644,13333311,United Kingdom,Partnership,Real Estate,High,N,25,1,2,Y,Y,N,Match,Y,Y,19900,Y,N,Satisfactory
BDD0810,C02646,15410236,United Kingdom,Private Limited,Technology,Standard,N,10,3,2,Y,Y,Y,Match,Y,Y,54600,Y,N,Satisfactory
BDD0811,C02652,10460749,Ireland,LLP,Hospitality,Standard,Y,0,1,3,Y,N,N,N/A (non-UK),Y,Y,20300,Y,N,Satisfactory
BDD0812,C02653,11696350,United Kingdom,LLP,Construction,Standard,N,2,4,2,Y,Y,Y,Match,Y,Y,131100,Y,N,Satisfactory
BDD0813,C02655,11585483,India,Private Limited,Professional Services,Standard,N,5,2,3,Y,Y,N,N/A (non-UK),Y,N,11700,Y,N,Satisfactory
BDD0814,C02656,13508642,Cyprus,Private Limited,Import/Export,High,N,16,2,2,Y,Y,Y,N/A (non-UK),Y,N,90100,Y,N,Satisfactory
BDD0815,C02657,13475473,United Kingdom,Private Limited,Retail,Standard,Y,8,3,2,Y,Y,Y,Match,Y,Y,201300,Y,N,Satisfactory
BDD0816,C02662,15435037,Russia,Private Limited,Hospitality,Standard,Y,3,1,3,Y,Y,N,N/A (non-UK),Y,Y,43000,N,N,Satisfactory
BDD0817,C02666,10703664,Russia,Private Limited,Import/Export,High,N,14,2,1,Y,Y,N,N/A (non-UK),Y,N,29300,Y,N,Satisfactory
BDD0818,C02669,14269623,Germany,Private Limited,Import/Export,High,N,19,1,2,Y,Y,N,N/A (non-UK),Y,N,25500,N,N,Satisfactory
BDD0819,C02670,12461487,United Kingdom,Private Limited,Retail,Standard,Y,14,4,2,Y,Y,Y,Match,Y,Y,44800,Y,N,Satisfactory
BDD0820,C02672,10398395,Panama,LLP,Retail,Standard,Y,25,1,4,Y,Y,Y,N/A (non-UK),Y,Y,14900,N,N,Satisfactory
BDD0821,C02673,14965044,India,Partnership,Real Estate,High,N,7,1,3,Y,Y,N,N/A (non-UK),Y,Y,106800,Y,N,Satisfactory
BDD0822,C02675,10034075,United Kingdom,Private Limited,Money Services,High,Y,12,1,4,Y,Y,N,Match,Y,N,144300,Y,N,Satisfactory
BDD0823,C02689,15363047,United Kingdom,PLC,Technology,Standard,N,7,4,2,Y,N,Y,Match,Y,Y,75400,Y,N,Satisfactory
BDD0824,C02691,11615748,United Kingdom,Private Limited,Real Estate,High,N,9,2,2,Y,Y,N,Match,Y,N,74200,N,N,Satisfactory
BDD0825,C02693,11095590,United Kingdom,Private Limited,Precious Metals,High,Y,38,1,2,Y,Y,N,Match,Y,Y,66400,Y,N,Satisfactory
BDD0826,C02694,11832967,Ireland,Private Limited,Real Estate,High,N,25,4,4,N,N,Y,N/A (non-UK),Y,Y,15300,Y,N,Rejected
BDD0827,C02695,15667747,UAE,Partnership,Hospitality,Standard,Y,3,3,3,Y,N,Y,N/A (non-UK),Y,Y,48200,Y,N,Satisfactory
BDD0828,C02700,14828820,UAE,Foundation,Retail,Standard,Y,6,3,2,Y,Y,Y,N/A (non-UK),Y,Y,276100,Y,N,Satisfactory
BDD0829,C02701,12802208,United Kingdom,Private Limited,Technology,Standard,N,0,2,3,Y,N,N,Match,Y,N,35800,Y,N,Satisfactory
BDD0830,C02708,12049051,France,Private Limited,Hospitality,Standard,Y,34,1,1,Y,Y,N,N/A (non-UK),Y,Y,17000,Y,N,Satisfactory
BDD0831,C02712,10912385,United Kingdom,Private Limited,Real Estate,High,N,0,4,2,N,N,Y,Discrepancy,Y,Y,52800,Y,N,Rejected
BDD0832,C02720,13185435,United Kingdom,Private Limited,Import/Export,High,N,3,1,4,Y,Y,N,Match,Y,N,322800,Y,N,Satisfactory
BDD0833,C02724,14503363,United Kingdom,Private Limited,Real Estate,High,N,22,1,2,Y,Y,N,Match,Y,Y,119300,Y,N,Satisfactory
BDD0834,C02725,10642076,United States,Private Limited,Money Services,High,Y,18,1,2,Y,Y,N,N/A (non-UK),Y,Y,24700,Y,N,Satisfactory
BDD0835,C02726,10511731,Cyprus,LLP,Retail,Standard,Y,8,3,2,N,N,Y,N/A (non-UK),Y,Y,29200,Y,N,Rejected
BDD0836,C02729,14625441,United Kingdom,Private Limited,Professional Services,Standard,N,18,4,1,Y,Y,Y,Match,Y,Y,134000,Y,N,Satisfactory
BDD0837,C02730,14389775,United Kingdom,LLP,Money Services,High,Y,19,3,2,Y,Y,Y,Match,Y,Y,10000,N,N,Satisfactory
BDD0838,C02734,12591647,United Kingdom,LLP,Crypto Assets,High,N,5,1,1,Y,Y,N,Match,Y,Y,182200,Y,N,Satisfactory
BDD0839,C02741,14190434,United Kingdom,Trust,Import/Export,High,N,18,2,3,Y,Y,N,Match,Y,Y,22300,N,N,Satisfactory
BDD0840,C02749,13056243,United Kingdom,Private Limited,Hospitality,Standard,Y,32,2,3,Y,Y,N,Match,Y,Y,19200,N,N,Satisfactory
BDD0841,C02753,13824922,United States,Trust,Technology,Standard,N,36,4,2,Y,N,Y,N/A (non-UK),Y,Y,8900,Y,N,Satisfactory
BDD0842,C02755,11165542,Ireland,LLP,Construction,Standard,N,24,4,1,N,N,Y,N/A (non-UK),Y,Y,252800,Y,N,Referred to EDD
BDD0843,C02756,14966987,United Kingdom,LLP,Technology,Standard,N,6,1,4,Y,Y,N,Match,Y,N,99900,Y,N,Satisfactory
BDD0844,C02759,14775758,United Kingdom,Private Limited,Hospitality,Standard,Y,31,4,3,Y,Y,Y,Discrepancy,Y,Y,23800,N,N,Remediation Required
BDD0845,C02769,14937923,Germany,Private Limited,Construction,Standard,N,12,4,2,Y,Y,Y,N/A (non-UK),Y,Y,129200,Y,N,Satisfactory
BDD0846,C02788,11003954,UAE,Private Limited,Retail,Standard,Y,6,1,4,Y,Y,Y,N/A (non-UK),Y,Y,26200,Y,N,Satisfactory
BDD0847,C02792,12644711,United Kingdom,Private Limited,Professional Services,Standard,N,27,3,3,Y,Y,Y,Discrepancy,Y,Y,150100,Y,Y,Rejected
BDD0848,C02795,11758385,United Kingdom,Trust,Professional Services,Standard,N,7,4,4,N,N,Y,Match,Y,N,32400,Y,N,Referred to EDD
BDD0849,C02797,13097244,United Kingdom,Partnership,Real Estate,High,N,21,1,3,Y,Y,N,Match,Y,N,30800,N,N,Satisfactory
BDD0850,C02802,12567127,Russia,Private Limited,Crypto Assets,High,N,20,1,4,Y,Y,N,N/A (non-UK),Y,N,23600,N,N,Satisfactory
BDD0851,C02804,12506491,United Kingdom,Private Limited,Crypto Assets,High,N,23,4,2,Y,Y,Y,Match,Y,Y,117200,Y,N,Satisfactory
BDD0852,C02807,15461864,United Kingdom,Private Limited,Real Estate,High,N,14,3,1,Y,Y,Y,Match,Y,Y,55100,Y,N,Satisfactory
BDD0853,C02809,13680902,United Kingdom,Private Limited,Money Services,High,Y,18,3,4,N,N,Y,Match,Y,Y,19200,Y,N,Referred to EDD
BDD0854,C02811,15776442,United Kingdom,Private Limited,Technology,Standard,N,4,1,3,Y,Y,N,Match,Y,Y,73000,Y,N,Satisfactory
BDD0855,C02818,13135342,France,LLP,Professional Services,Standard,N,32,1,4,Y,Y,N,N/A (non-UK),Y,Y,156500,Y,N,Satisfactory
BDD0856,C02820,14491294,United Kingdom,Private Limited,Professional Services,Standard,N,26,1,4,Y,Y,N,Discrepancy,Y,Y,48300,N,N,Remediation Required
BDD0857,C02821,11778475,United Kingdom,Partnership,Professional Services,Standard,N,4,3,2,N,N,Y,Match,Y,Y,26300,Y,N,Rejected
BDD0858,C02834,12827711,United Kingdom,Private Limited,Import/Export,High,N,32,3,1,Y,Y,Y,Match,Y,Y,37400,Y,N,Satisfactory
BDD0859,C02841,12538526,Germany,Trust,Construction,Standard,N,38,3,1,Y,Y,Y,N/A (non-UK),Y,N,111000,Y,N,Satisfactory
BDD0860,C02843,14594347,Pakistan,Partnership,Construction,Standard,N,30,2,4,Y,Y,N,N/A (non-UK),Y,N,10800,Y,N,Satisfactory
BDD0861,C02848,13388850,United Kingdom,Private Limited,Money Services,High,Y,7,1,3,Y,Y,N,Match,Y,Y,46300,Y,N,Satisfactory
BDD0862,C02849,11932804,United Kingdom,Partnership,Construction,Standard,N,27,4,3,Y,Y,Y,Match,Y,Y,47100,N,N,Satisfactory
BDD0863,C02850,14800805,France,LLP,Crypto Assets,High,N,7,4,4,Y,Y,Y,N/A (non-UK),Y,Y,171100,Y,N,Satisfactory
BDD0864,C02852,14762631,United Kingdom,Private Limited,Real Estate,High,N,31,1,4,Y,Y,N,Match,Y,N,380300,Y,N,Satisfactory
BDD0865,C02854,10809381,France,Private Limited,Money Services,High,Y,9,3,4,Y,Y,Y,N/A (non-UK),Y,Y,88900,Y,N,Satisfactory
BDD0866,C02860,12393650,Pakistan,Private Limited,Money Services,High,Y,36,1,2,Y,Y,N,N/A (non-UK),Y,Y,12500,Y,N,Satisfactory
BDD0867,C02861,13373717,United Kingdom,Private Limited,Charity,Standard,N,29,3,3,Y,Y,Y,Match,Y,Y,21200,Y,N,Satisfactory
BDD0868,C02862,15347057,United Kingdom,Private Limited,Technology,Standard,N,32,2,1,Y,Y,N,Match,Y,Y,58700,Y,N,Satisfactory
BDD0869,C02874,15630510,Germany,Partnership,Charity,Standard,N,23,4,2,Y,Y,Y,N/A (non-UK),Y,Y,203200,Y,N,Satisfactory
BDD0870,C02876,11496893,United Kingdom,Private Limited,Professional Services,Standard,N,4,3,4,N,N,Y,Match,Y,Y,59800,Y,N,Rejected
BDD0871,C02878,12452132,United Kingdom,LLP,Retail,Standard,Y,4,2,2,Y,N,N,Match,Y,Y,24900,N,N,Satisfactory
BDD0872,C02879,10870328,United Kingdom,Trust,Charity,Standard,N,32,1,2,Y,Y,N,Match,Y,Y,28800,N,N,Satisfactory
BDD0873,C02880,10411040,India,Private Limited,Import/Export,High,N,34,2,3,Y,Y,N,N/A (non-UK),Y,Y,23600,Y,N,Satisfactory
BDD0874,C02891,12017052,United Kingdom,Partnership,Professional Services,Standard,N,15,2,4,Y,Y,N,Match,Y,N,225800,Y,N,Satisfactory
BDD0875,C02892,15097527,United Kingdom,Partnership,Precious Metals,High,Y,39,2,3,Y,Y,N,Match,Y,Y,20300,Y,N,Satisfactory
BDD0876,C02899,12409410,Germany,Private Limited,Import/Export,High,N,11,1,1,Y,Y,N,N/A (non-UK),Y,N,101800,Y,N,Satisfactory
BDD0877,C02901,11273409,United Kingdom,Private Limited,Technology,Standard,N,19,2,4,Y,Y,N,Match,Y,N,16800,Y,N,Satisfactory
BDD0878,C02904,11453043,United Kingdom,Private Limited,Import/Export,High,N,17,1,2,Y,Y,N,Discrepancy,Y,Y,53500,Y,N,Remediation Required
BDD0879,C02906,14184643,Pakistan,Trust,Technology,Standard,N,0,4,2,N,N,Y,N/A (non-UK),Y,Y,67300,Y,N,Rejected
BDD0880,C02910,13300420,Russia,LLP,Technology,Standard,N,10,1,3,Y,Y,N,N/A (non-UK),Y,Y,48800,Y,N,Satisfactory
BDD0881,C02912,12770551,United Kingdom,Private Limited,Construction,Standard,N,20,1,3,Y,Y,N,Discrepancy,Y,Y,55000,Y,N,Remediation Required
BDD0882,C02913,12187683,Ireland,Private Limited,Retail,Standard,Y,0,1,4,Y,Y,N,N/A (non-UK),Y,Y,215000,N,N,Satisfactory
BDD0883,C02916,15644918,Germany,Private Limited,Import/Export,High,N,23,1,1,Y,Y,N,N/A (non-UK),Y,Y,10300,Y,N,Satisfactory
BDD0884,C02917,10847525,United Kingdom,Private Limited,Professional Services,Standard,N,20,1,2,Y,Y,N,Match,Y,Y,39700,Y,N,Satisfactory
BDD0885,C02922,14643084,United Kingdom,Private Limited,Money Services,High,Y,7,4,2,Y,Y,Y,Match,Y,Y,84600,Y,N,Satisfactory
BDD0886,C02928,15977483,Panama,Partnership,Retail,Standard,Y,21,2,3,Y,Y,Y,N/A (non-UK),Y,Y,310800,Y,N,Satisfactory
BDD0887,C02931,14811816,United Kingdom,LLP,Money Services,High,Y,1,1,2,Y,Y,N,Match,Y,Y,154800,Y,N,Satisfactory
BDD0888,C02935,13239538,United States,Partnership,Professional Services,Standard,N,25,1,2,Y,Y,N,N/A (non-UK),Y,Y,46800,Y,N,Satisfactory
BDD0889,C02936,13605674,United Kingdom,Private Limited,Retail,Standard,Y,19,1,3,Y,Y,N,Match,Y,Y,36000,N,N,Satisfactory
BDD0890,C02942,15132476,United Kingdom,Private Limited,Hospitality,Standard,Y,14,1,1,Y,Y,N,Match,Y,N,16900,N,N,Satisfactory
BDD0891,C02943,10836500,United Kingdom,Private Limited,Construction,Standard,N,34,2,2,Y,Y,N,Match,Y,Y,31000,Y,N,Satisfactory
BDD0892,C02945,14853193,United Kingdom,LLP,Professional Services,Standard,N,33,2,3,Y,Y,N,Match,Y,Y,74600,Y,N,Satisfactory
BDD0893,C02946,11016894,France,Trust,Import/Export,High,N,9,1,2,Y,Y,N,N/A (non-UK),Y,Y,165900,Y,N,Satisfactory
BDD0894,C02949,10872325,United Kingdom,Partnership,Technology,Standard,N,21,3,3,Y,Y,Y,Match,Y,Y,18100,Y,N,Satisfactory
BDD0895,C02951,10265684,Ireland,Private Limited,Retail,Standard,Y,14,4,2,Y,Y,Y,N/A (non-UK),Y,Y,44200,Y,N,Satisfactory
BDD0896,C02954,10618365,India,Private Limited,Technology,Standard,N,34,3,4,N,N,Y,N/A (non-UK),Y,N,83700,N,N,Rejected
BDD0897,C02964,13776982,United Kingdom,Private Limited,Retail,Standard,Y,36,4,4,Y,Y,Y,Match,Y,N,51600,Y,N,Satisfactory
BDD0898,C02969,10549566,United Kingdom,Private Limited,Professional Services,Standard,N,33,2,1,Y,Y,N,Match,Y,Y,187500,Y,N,Satisfactory
BDD0899,C02972,14141712,United Kingdom,LLP,Import/Export,High,N,24,1,4,Y,Y,N,Match,Y,Y,417600,Y,N,Satisfactory
BDD0900,C02973,10560978,United Kingdom,Private Limited,Retail,Standard,Y,39,2,1,Y,Y,N,Match,Y,Y,13200,Y,N,Satisfactory
BDD0901,C02974,11235535,Nigeria,Partnership,Money Services,High,Y,22,1,4,Y,Y,N,N/A (non-UK),Y,Y,16900,Y,N,Satisfactory
BDD0902,C02975,12183530,United Kingdom,Private Limited,Professional Services,Standard,N,25,1,3,Y,Y,N,Match,Y,Y,108800,Y,N,Satisfactory
