month,branch_id,department,cost_category,budget_gbp,actual_gbp,variance_gbp
2024-10-01,BR01,Compliance,Technology & Systems,17010,16430,-580
2024-10-01,BR01,Compliance,Screening & Data Vendors,6800,6640,-160
2024-10-01,BR01,Compliance,Premises,13610,14580,970
2024-10-01,BR01,Compliance,Outsourcing,7940,8830,890
2024-10-01,BR01,Compliance,Training,2270,2510,240
2024-10-01,BR01,Compliance,Other,3400,3520,120
2024-11-01,BR01,Retail Banking Ops,Staff,207900,195130,-12770
2024-11-01,BR01,Retail Banking Ops,Technology & Systems,56700,64130,7430
2024-11-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,22020,-660
2024-11-01,BR01,Retail Banking Ops,Premises,45360,47040,1680
2024-11-01,BR01,Retail Banking Ops,Outsourcing,26460,28340,1880
2024-11-01,BR01,Retail Banking Ops,Training,7560,7170,-390
2024-11-01,BR01,Retail Banking Ops,Other,11340,12510,1170
2024-11-01,BR01,KYC & Onboarding,Staff,93560,111150,17590
2024-11-01,BR01,KYC & Onboarding,Technology & Systems,25520,27840,2320
2024-11-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,10940,730
2024-11-01,BR01,KYC & Onboarding,Premises,20410,23520,3110
2024-11-01,BR01,KYC & Onboarding,Outsourcing,11910,13370,1460
2024-11-01,BR01,KYC & Onboarding,Training,3400,4010,610
2024-11-01,BR01,KYC & Onboarding,Other,5100,5840,740
2024-11-01,BR01,AML & Financial Crime,Staff,103950,125560,21610
2024-11-01,BR01,AML & Financial Crime,Technology & Systems,28350,31270,2920
2024-11-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,12310,970
2024-11-01,BR01,AML & Financial Crime,Premises,22680,25710,3030
2024-11-01,BR01,AML & Financial Crime,Outsourcing,13230,14590,1360
2024-11-01,BR01,AML & Financial Crime,Training,3780,4210,430
2024-11-01,BR01,AML & Financial Crime,Other,5670,6410,740
2024-11-01,BR01,Payments Ops,Staff,72760,78010,5250
2024-11-01,BR01,Payments Ops,Technology & Systems,19840,19950,110
2024-11-01,BR01,Payments Ops,Screening & Data Vendors,7940,7830,-110
2024-11-01,BR01,Payments Ops,Premises,15880,15350,-530
2024-11-01,BR01,Payments Ops,Outsourcing,9260,9900,640
2024-11-01,BR01,Payments Ops,Training,2650,2830,180
2024-11-01,BR01,Payments Ops,Other,3970,4230,260
2024-11-01,BR01,IT & Technology,Staff,124740,130450,5710
2024-11-01,BR01,IT & Technology,Technology & Systems,34020,36140,2120
2024-11-01,BR01,IT & Technology,Screening & Data Vendors,13610,13470,-140
2024-11-01,BR01,IT & Technology,Premises,27220,31270,4050
2024-11-01,BR01,IT & Technology,Outsourcing,15880,16540,660
2024-11-01,BR01,IT & Technology,Training,4540,4860,320
2024-11-01,BR01,IT & Technology,Other,6800,7240,440
2024-11-01,BR01,Compliance,Staff,62370,62010,-360
2024-11-01,BR01,Compliance,Technology & Systems,17010,18520,1510
2024-11-01,BR01,Compliance,Screening & Data Vendors,6800,6700,-100
2024-11-01,BR01,Compliance,Premises,13610,14690,1080
2024-11-01,BR01,Compliance,Outsourcing,7940,8400,460
2024-11-01,BR01,Compliance,Training,2270,2400,130
2024-11-01,BR01,Compliance,Other,3400,3390,-10
2024-12-01,BR01,Retail Banking Ops,Staff,207900,221190,13290
2024-12-01,BR01,Retail Banking Ops,Technology & Systems,56700,58320,1620
2024-12-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,23110,430
2024-12-01,BR01,Retail Banking Ops,Premises,45360,47180,1820
2024-12-01,BR01,Retail Banking Ops,Outsourcing,26460,28340,1880
2024-12-01,BR01,Retail Banking Ops,Training,7560,8240,680
2024-12-01,BR01,Retail Banking Ops,Other,11340,10870,-470
2024-12-01,BR01,KYC & Onboarding,Staff,93560,96780,3220
2024-12-01,BR01,KYC & Onboarding,Technology & Systems,25520,31330,5810
2024-12-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,10730,520
2024-12-01,BR01,KYC & Onboarding,Premises,20410,23720,3310
2024-12-01,BR01,KYC & Onboarding,Outsourcing,11910,13640,1730
2024-12-01,BR01,KYC & Onboarding,Training,3400,3810,410
2024-12-01,BR01,KYC & Onboarding,Other,5100,5690,590
2024-12-01,BR01,AML & Financial Crime,Staff,103950,116280,12330
2024-12-01,BR01,AML & Financial Crime,Technology & Systems,28350,29610,1260
2024-12-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,13280,1940
2024-12-01,BR01,AML & Financial Crime,Premises,22680,26180,3500
2024-12-01,BR01,AML & Financial Crime,Outsourcing,13230,14860,1630
2024-12-01,BR01,AML & Financial Crime,Training,3780,4390,610
2024-12-01,BR01,AML & Financial Crime,Other,5670,6280,610
2024-12-01,BR01,Payments Ops,Staff,72760,77670,4910
2024-12-01,BR01,Payments Ops,Technology & Systems,19840,19830,-10
2024-12-01,BR01,Payments Ops,Screening & Data Vendors,7940,8330,390
2024-12-01,BR01,Payments Ops,Premises,15880,17280,1400
2024-12-01,BR01,Payments Ops,Outsourcing,9260,9770,510
2024-12-01,BR01,Payments Ops,Training,2650,2850,200
2024-12-01,BR01,Payments Ops,Other,3970,4180,210
2024-12-01,BR01,IT & Technology,Staff,124740,133760,9020
2024-12-01,BR01,IT & Technology,Technology & Systems,34020,33790,-230
2024-12-01,BR01,IT & Technology,Screening & Data Vendors,13610,14430,820
2024-12-01,BR01,IT & Technology,Premises,27220,27880,660
2024-12-01,BR01,IT & Technology,Outsourcing,15880,16610,730
2024-12-01,BR01,IT & Technology,Training,4540,4700,160
2024-12-01,BR01,IT & Technology,Other,6800,6820,20
2024-12-01,BR01,Compliance,Staff,62370,67780,5410
2024-12-01,BR01,Compliance,Technology & Systems,17010,17820,810
2024-12-01,BR01,Compliance,Screening & Data Vendors,6800,6830,30
2024-12-01,BR01,Compliance,Premises,13610,13760,150
2024-12-01,BR01,Compliance,Outsourcing,7940,8990,1050
2024-12-01,BR01,Compliance,Training,2270,2270,0
2024-12-01,BR01,Compliance,Other,3400,3630,230
2025-01-01,BR01,Retail Banking Ops,Staff,207900,229820,21920
2025-01-01,BR01,Retail Banking Ops,Technology & Systems,56700,59840,3140
2025-01-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,21260,-1420
2025-01-01,BR01,Retail Banking Ops,Premises,45360,47250,1890
2025-01-01,BR01,Retail Banking Ops,Outsourcing,26460,27980,1520
2025-01-01,BR01,Retail Banking Ops,Training,7560,8270,710
2025-01-01,BR01,Retail Banking Ops,Other,11340,12870,1530
2025-01-01,BR01,KYC & Onboarding,Staff,93560,95630,2070
2025-01-01,BR01,KYC & Onboarding,Technology & Systems,25520,29640,4120
2025-01-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,11360,1150
2025-01-01,BR01,KYC & Onboarding,Premises,20410,23490,3080
2025-01-01,BR01,KYC & Onboarding,Outsourcing,11910,14560,2650
2025-01-01,BR01,KYC & Onboarding,Training,3400,3820,420
2025-01-01,BR01,KYC & Onboarding,Other,5100,5600,500
2025-01-01,BR01,AML & Financial Crime,Staff,103950,119280,15330
2025-01-01,BR01,AML & Financial Crime,Technology & Systems,28350,31170,2820
2025-01-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,13170,1830
2025-01-01,BR01,AML & Financial Crime,Premises,22680,25550,2870
2025-01-01,BR01,AML & Financial Crime,Outsourcing,13230,14940,1710
2025-01-01,BR01,AML & Financial Crime,Training,3780,4470,690
2025-01-01,BR01,AML & Financial Crime,Other,5670,6630,960
2025-01-01,BR01,Payments Ops,Staff,72760,81890,9130
2025-01-01,BR01,Payments Ops,Technology & Systems,19840,21160,1320
2025-01-01,BR01,Payments Ops,Screening & Data Vendors,7940,8430,490
2025-01-01,BR01,Payments Ops,Premises,15880,14340,-1540
2025-01-01,BR01,Payments Ops,Outsourcing,9260,9540,280
2025-01-01,BR01,Payments Ops,Training,2650,2920,270
2025-01-01,BR01,Payments Ops,Other,3970,4000,30
2025-01-01,BR01,IT & Technology,Staff,124740,134050,9310
2025-01-01,BR01,IT & Technology,Technology & Systems,34020,35300,1280
2025-01-01,BR01,IT & Technology,Screening & Data Vendors,13610,13980,370
2025-01-01,BR01,IT & Technology,Premises,27220,26390,-830
2025-01-01,BR01,IT & Technology,Outsourcing,15880,15370,-510
2025-01-01,BR01,IT & Technology,Training,4540,4470,-70
2025-01-01,BR01,IT & Technology,Other,6800,7490,690
2025-01-01,BR01,Compliance,Staff,62370,70110,7740
2025-01-01,BR01,Compliance,Technology & Systems,17010,17730,720
2025-01-01,BR01,Compliance,Screening & Data Vendors,6800,7570,770
2025-01-01,BR01,Compliance,Premises,13610,14900,1290
2025-01-01,BR01,Compliance,Outsourcing,7940,8710,770
2025-01-01,BR01,Compliance,Training,2270,2280,10
2025-01-01,BR01,Compliance,Other,3400,3550,150
2025-02-01,BR01,Retail Banking Ops,Staff,207900,214800,6900
2025-02-01,BR01,Retail Banking Ops,Technology & Systems,56700,62140,5440
2025-02-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,22420,-260
2025-02-01,BR01,Retail Banking Ops,Premises,45360,47590,2230
2025-02-01,BR01,Retail Banking Ops,Outsourcing,26460,25830,-630
2025-02-01,BR01,Retail Banking Ops,Training,7560,8160,600
2025-02-01,BR01,Retail Banking Ops,Other,11340,11310,-30
2025-02-01,BR01,KYC & Onboarding,Staff,93560,100150,6590
2025-02-01,BR01,KYC & Onboarding,Technology & Systems,25520,25700,180
2025-02-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,12740,2530
2025-02-01,BR01,KYC & Onboarding,Premises,20410,23210,2800
2025-02-01,BR01,KYC & Onboarding,Outsourcing,11910,13830,1920
2025-02-01,BR01,KYC & Onboarding,Training,3400,3660,260
2025-02-01,BR01,KYC & Onboarding,Other,5100,5930,830
2025-02-01,BR01,AML & Financial Crime,Staff,103950,115100,11150
2025-02-01,BR01,AML & Financial Crime,Technology & Systems,28350,30490,2140
2025-02-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,12800,1460
2025-02-01,BR01,AML & Financial Crime,Premises,22680,24850,2170
2025-02-01,BR01,AML & Financial Crime,Outsourcing,13230,14990,1760
2025-02-01,BR01,AML & Financial Crime,Training,3780,3740,-40
2025-02-01,BR01,AML & Financial Crime,Other,5670,6780,1110
2025-02-01,BR01,Payments Ops,Staff,72760,78480,5720
2025-02-01,BR01,Payments Ops,Technology & Systems,19840,21530,1690
2025-02-01,BR01,Payments Ops,Screening & Data Vendors,7940,8440,500
2025-02-01,BR01,Payments Ops,Premises,15880,16690,810
2025-02-01,BR01,Payments Ops,Outsourcing,9260,9930,670
2025-02-01,BR01,Payments Ops,Training,2650,2700,50
2025-02-01,BR01,Payments Ops,Other,3970,4050,80
2025-02-01,BR01,IT & Technology,Staff,124740,135360,10620
2025-02-01,BR01,IT & Technology,Technology & Systems,34020,33030,-990
2025-02-01,BR01,IT & Technology,Screening & Data Vendors,13610,14110,500
2025-02-01,BR01,IT & Technology,Premises,27220,28670,1450
2025-02-01,BR01,IT & Technology,Outsourcing,15880,16470,590
2025-02-01,BR01,IT & Technology,Training,4540,4740,200
2025-02-01,BR01,IT & Technology,Other,6800,6550,-250
2025-02-01,BR01,Compliance,Staff,62370,75520,13150
2025-02-01,BR01,Compliance,Technology & Systems,17010,17040,30
2025-02-01,BR01,Compliance,Screening & Data Vendors,6800,6920,120
2025-02-01,BR01,Compliance,Premises,13610,13890,280
2025-02-01,BR01,Compliance,Outsourcing,7940,8920,980
2025-02-01,BR01,Compliance,Training,2270,2500,230
2025-02-01,BR01,Compliance,Other,3400,3690,290
2025-03-01,BR01,Retail Banking Ops,Staff,207900,211780,3880
2025-03-01,BR01,Retail Banking Ops,Technology & Systems,56700,61990,5290
2025-03-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,24480,1800
2025-03-01,BR01,Retail Banking Ops,Premises,45360,51280,5920
2025-03-01,BR01,Retail Banking Ops,Outsourcing,26460,29680,3220
2025-03-01,BR01,Retail Banking Ops,Training,7560,8280,720
2025-03-01,BR01,Retail Banking Ops,Other,11340,11950,610
2025-03-01,BR01,KYC & Onboarding,Staff,93560,103340,9780
2025-03-01,BR01,KYC & Onboarding,Technology & Systems,25520,27950,2430
2025-03-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,11050,840
2025-03-01,BR01,KYC & Onboarding,Premises,20410,23760,3350
2025-03-01,BR01,KYC & Onboarding,Outsourcing,11910,15080,3170
2025-03-01,BR01,KYC & Onboarding,Training,3400,4350,950
2025-03-01,BR01,KYC & Onboarding,Other,5100,6020,920
2025-03-01,BR01,AML & Financial Crime,Staff,103950,125280,21330
2025-03-01,BR01,AML & Financial Crime,Technology & Systems,28350,30770,2420
2025-03-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,12620,1280
2025-03-01,BR01,AML & Financial Crime,Premises,22680,23910,1230
2025-03-01,BR01,AML & Financial Crime,Outsourcing,13230,15180,1950
2025-03-01,BR01,AML & Financial Crime,Training,3780,4360,580
2025-03-01,BR01,AML & Financial Crime,Other,5670,6310,640
2025-03-01,BR01,Payments Ops,Staff,72760,74870,2110
2025-03-01,BR01,Payments Ops,Technology & Systems,19840,21660,1820
2025-03-01,BR01,Payments Ops,Screening & Data Vendors,7940,9130,1190
2025-03-01,BR01,Payments Ops,Premises,15880,18350,2470
2025-03-01,BR01,Payments Ops,Outsourcing,9260,10190,930
2025-03-01,BR01,Payments Ops,Training,2650,2900,250
2025-03-01,BR01,Payments Ops,Other,3970,4450,480
2025-03-01,BR01,IT & Technology,Staff,124740,136350,11610
2025-03-01,BR01,IT & Technology,Technology & Systems,34020,35320,1300
2025-03-01,BR01,IT & Technology,Screening & Data Vendors,13610,14160,550
2025-03-01,BR01,IT & Technology,Premises,27220,27720,500
2025-03-01,BR01,IT & Technology,Outsourcing,15880,15720,-160
2025-03-01,BR01,IT & Technology,Training,4540,4920,380
2025-03-01,BR01,IT & Technology,Other,6800,7300,500
2025-03-01,BR01,Compliance,Staff,62370,62410,40
2025-03-01,BR01,Compliance,Technology & Systems,17010,18930,1920
2025-03-01,BR01,Compliance,Screening & Data Vendors,6800,6840,40
2025-03-01,BR01,Compliance,Premises,13610,13380,-230
2025-03-01,BR01,Compliance,Outsourcing,7940,7830,-110
2025-03-01,BR01,Compliance,Training,2270,2490,220
2025-03-01,BR01,Compliance,Other,3400,3610,210
2025-04-01,BR01,Retail Banking Ops,Staff,207900,192220,-15680
2025-04-01,BR01,Retail Banking Ops,Technology & Systems,56700,59100,2400
2025-04-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,22510,-170
2025-04-01,BR01,Retail Banking Ops,Premises,45360,41710,-3650
2025-04-01,BR01,Retail Banking Ops,Outsourcing,26460,28400,1940
2025-04-01,BR01,Retail Banking Ops,Training,7560,7920,360
2025-04-01,BR01,Retail Banking Ops,Other,11340,12770,1430
2025-04-01,BR01,KYC & Onboarding,Staff,93560,107220,13660
2025-04-01,BR01,KYC & Onboarding,Technology & Systems,25520,30520,5000
2025-04-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,13090,2880
2025-04-01,BR01,KYC & Onboarding,Premises,20410,23640,3230
2025-04-01,BR01,KYC & Onboarding,Outsourcing,11910,14270,2360
2025-04-01,BR01,KYC & Onboarding,Training,3400,4130,730
2025-04-01,BR01,KYC & Onboarding,Other,5100,5890,790
2025-04-01,BR01,AML & Financial Crime,Staff,103950,126540,22590
2025-04-01,BR01,AML & Financial Crime,Technology & Systems,28350,35710,7360
2025-04-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,12990,1650
2025-04-01,BR01,AML & Financial Crime,Premises,22680,25160,2480
2025-04-01,BR01,AML & Financial Crime,Outsourcing,13230,15740,2510
2025-04-01,BR01,AML & Financial Crime,Training,3780,4590,810
2025-04-01,BR01,AML & Financial Crime,Other,5670,6400,730
2025-04-01,BR01,Payments Ops,Staff,72760,72960,200
2025-04-01,BR01,Payments Ops,Technology & Systems,19840,20500,660
2025-04-01,BR01,Payments Ops,Screening & Data Vendors,7940,8650,710
2025-04-01,BR01,Payments Ops,Premises,15880,16410,530
2025-04-01,BR01,Payments Ops,Outsourcing,9260,9230,-30
2025-04-01,BR01,Payments Ops,Training,2650,2810,160
2025-04-01,BR01,Payments Ops,Other,3970,4350,380
2025-04-01,BR01,IT & Technology,Staff,124740,139000,14260
2025-04-01,BR01,IT & Technology,Technology & Systems,34020,39560,5540
2025-04-01,BR01,IT & Technology,Screening & Data Vendors,13610,14830,1220
2025-04-01,BR01,IT & Technology,Premises,27220,30820,3600
2025-04-01,BR01,IT & Technology,Outsourcing,15880,16730,850
2025-04-01,BR01,IT & Technology,Training,4540,4690,150
2025-04-01,BR01,IT & Technology,Other,6800,7370,570
2025-04-01,BR01,Compliance,Staff,62370,65200,2830
2025-04-01,BR01,Compliance,Technology & Systems,17010,19700,2690
2025-04-01,BR01,Compliance,Screening & Data Vendors,6800,6760,-40
2025-04-01,BR01,Compliance,Premises,13610,16000,2390
2025-04-01,BR01,Compliance,Outsourcing,7940,8040,100
2025-04-01,BR01,Compliance,Training,2270,2510,240
2025-04-01,BR01,Compliance,Other,3400,3780,380
2025-05-01,BR01,Retail Banking Ops,Staff,207900,225380,17480
2025-05-01,BR01,Retail Banking Ops,Technology & Systems,56700,63400,6700
2025-05-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,24410,1730
2025-05-01,BR01,Retail Banking Ops,Premises,45360,46700,1340
2025-05-01,BR01,Retail Banking Ops,Outsourcing,26460,26160,-300
2025-05-01,BR01,Retail Banking Ops,Training,7560,7860,300
2025-05-01,BR01,Retail Banking Ops,Other,11340,12420,1080
2025-05-01,BR01,KYC & Onboarding,Staff,93560,105650,12090
2025-05-01,BR01,KYC & Onboarding,Technology & Systems,25520,25230,-290
2025-05-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,12270,2060
2025-05-01,BR01,KYC & Onboarding,Premises,20410,24590,4180
2025-05-01,BR01,KYC & Onboarding,Outsourcing,11910,13910,2000
2025-05-01,BR01,KYC & Onboarding,Training,3400,3680,280
2025-05-01,BR01,KYC & Onboarding,Other,5100,6020,920
2025-05-01,BR01,AML & Financial Crime,Staff,103950,114910,10960
2025-05-01,BR01,AML & Financial Crime,Technology & Systems,28350,31730,3380
2025-05-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,13140,1800
2025-05-01,BR01,AML & Financial Crime,Premises,22680,24970,2290
2025-05-01,BR01,AML & Financial Crime,Outsourcing,13230,14830,1600
2025-05-01,BR01,AML & Financial Crime,Training,3780,4270,490
2025-05-01,BR01,AML & Financial Crime,Other,5670,6970,1300
2025-05-01,BR01,Payments Ops,Staff,72760,82490,9730
2025-05-01,BR01,Payments Ops,Technology & Systems,19840,21100,1260
2025-05-01,BR01,Payments Ops,Screening & Data Vendors,7940,8390,450
2025-05-01,BR01,Payments Ops,Premises,15880,17050,1170
2025-05-01,BR01,Payments Ops,Outsourcing,9260,10220,960
2025-05-01,BR01,Payments Ops,Training,2650,2700,50
2025-05-01,BR01,Payments Ops,Other,3970,4020,50
2025-05-01,BR01,IT & Technology,Staff,124740,130040,5300
2025-05-01,BR01,IT & Technology,Technology & Systems,34020,37160,3140
2025-05-01,BR01,IT & Technology,Screening & Data Vendors,13610,14620,1010
2025-05-01,BR01,IT & Technology,Premises,27220,29130,1910
2025-05-01,BR01,IT & Technology,Outsourcing,15880,16970,1090
2025-05-01,BR01,IT & Technology,Training,4540,5310,770
2025-05-01,BR01,IT & Technology,Other,6800,7350,550
2025-05-01,BR01,Compliance,Staff,62370,65950,3580
2025-05-01,BR01,Compliance,Technology & Systems,17010,18550,1540
2025-05-01,BR01,Compliance,Screening & Data Vendors,6800,6950,150
2025-05-01,BR01,Compliance,Premises,13610,14240,630
2025-05-01,BR01,Compliance,Outsourcing,7940,9060,1120
2025-05-01,BR01,Compliance,Training,2270,2510,240
2025-05-01,BR01,Compliance,Other,3400,3820,420
2025-06-01,BR01,Retail Banking Ops,Staff,207900,219630,11730
2025-06-01,BR01,Retail Banking Ops,Technology & Systems,56700,64850,8150
2025-06-01,BR01,Retail Banking Ops,Screening & Data Vendors,22680,23480,800
2025-06-01,BR01,Retail Banking Ops,Premises,45360,43730,-1630
2025-06-01,BR01,Retail Banking Ops,Outsourcing,26460,27430,970
2025-06-01,BR01,Retail Banking Ops,Training,7560,7830,270
2025-06-01,BR01,Retail Banking Ops,Other,11340,13050,1710
2025-06-01,BR01,KYC & Onboarding,Staff,93560,104320,10760
2025-06-01,BR01,KYC & Onboarding,Technology & Systems,25520,31460,5940
2025-06-01,BR01,KYC & Onboarding,Screening & Data Vendors,10210,12190,1980
2025-06-01,BR01,KYC & Onboarding,Premises,20410,23060,2650
2025-06-01,BR01,KYC & Onboarding,Outsourcing,11910,14610,2700
2025-06-01,BR01,KYC & Onboarding,Training,3400,3970,570
2025-06-01,BR01,KYC & Onboarding,Other,5100,6130,1030
2025-06-01,BR01,AML & Financial Crime,Staff,103950,124050,20100
2025-06-01,BR01,AML & Financial Crime,Technology & Systems,28350,35210,6860
2025-06-01,BR01,AML & Financial Crime,Screening & Data Vendors,11340,13720,2380
2025-06-01,BR01,AML & Financial Crime,Premises,22680,25090,2410
2025-06-01,BR01,AML & Financial Crime,Outsourcing,13230,15410,2180
2025-06-01,BR01,AML & Financial Crime,Training,3780,3800,20
2025-06-01,BR01,AML & Financial Crime,Other,5670,7050,1380
2025-06-01,BR01,Payments Ops,Staff,72760,75100,2340
