case_id,customer_id,case_type,due_diligence_level,assigned_team,analyst_id,start_date,completion_date,sla_days,days_taken,sla_breached,id_verified,address_verified,source_of_funds_verified,source_of_wealth_verified,senior_mgmt_approval,status,rejection_reason,qa_check_passed,case_handling_hours
KYC00165,C00150,Onboarding,Standard,KYC Onboarding,AN009,2025-11-02,2025-11-05,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.5
KYC00166,C00151,Onboarding,Standard,KYC Onboarding,AN004,2025-06-15,2025-06-19,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.7
KYC00167,C00152,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-05-04,2024-05-23,30,19.0,N,Y,Y,Y,Y,Y,Approved,,Y,8.4
KYC00168,C00152,Periodic Review,Enhanced,Enhanced Due Diligence,AN020,2025-05-08,2025-05-20,30,12.0,N,Y,Y,Y,Y,Y,Approved,,Y,5.2
KYC00169,C00153,Onboarding,Simplified,KYC Onboarding,AN008,2024-02-22,2024-02-23,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC00170,C00154,Onboarding,Simplified,KYC Onboarding,AN003,2024-05-06,2024-05-08,5,2.0,N,Y,Y,Y,N/A,N/A,Rejected,Adverse media,Y,1.3
KYC00171,C00155,Onboarding,Standard,KYC Onboarding,AN009,2025-04-05,2025-04-07,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC00172,C00156,Onboarding,Standard,Business Due Diligence,AN023,2025-05-16,2025-05-17,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC00173,C00156,Trigger Event Review,Standard,Business Due Diligence,AN025,2025-07-04,2025-07-08,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.1
KYC00174,C00157,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-12-18,,30,,,Y,Y,Y,Y,N,Pending,,,0.0
KYC00175,C00158,Onboarding,Standard,KYC Onboarding,AN009,2025-11-25,2025-12-07,10,12.0,Y,Y,Y,N,N/A,N/A,Approved,,N,8.6
KYC00176,C00159,Onboarding,Standard,KYC Onboarding,AN003,2024-08-10,2024-08-11,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,N,0.7
KYC00177,C00160,Onboarding,Standard,KYC Onboarding,AN009,2024-10-07,2024-10-08,10,1.0,N,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,0.5
KYC00178,C00161,Onboarding,Standard,KYC Onboarding,AN002,2025-07-17,2025-07-27,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,8.9
KYC00179,C00162,Onboarding,Standard,Business Due Diligence,AN022,2025-07-19,2025-07-22,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.6
KYC00180,C00163,Onboarding,Standard,KYC Onboarding,AN002,2024-08-13,2024-08-20,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.0
KYC00181,C00164,Onboarding,Standard,KYC Onboarding,AN001,2024-01-23,2024-02-09,10,17.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,10.1
KYC00182,C00165,Onboarding,Standard,Business Due Diligence,AN026,2024-03-11,2024-03-30,10,19.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,14.5
KYC00183,C00166,Onboarding,Standard,KYC Onboarding,AN010,2025-08-25,2025-08-28,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.0
KYC00184,C00167,Onboarding,Standard,KYC Onboarding,AN008,2024-09-11,2024-09-26,10,15.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,11.4
KYC00185,C00168,Onboarding,Simplified,KYC Onboarding,AN010,2025-06-10,2025-06-13,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.6
KYC00186,C00169,Onboarding,Standard,KYC Onboarding,AN003,2025-08-06,2025-08-19,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.4
KYC00187,C00170,Onboarding,Standard,KYC Onboarding,AN009,2025-10-16,2025-10-24,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.7
KYC00188,C00171,Onboarding,Simplified,KYC Onboarding,AN006,2024-12-25,2024-12-28,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.3
KYC00189,C00172,Onboarding,Standard,KYC Onboarding,AN005,2025-04-07,2025-04-12,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC00190,C00173,Onboarding,Standard,KYC Onboarding,AN006,2024-05-21,2024-06-08,10,18.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.4
KYC00191,C00174,Onboarding,Simplified,KYC Onboarding,AN007,2025-11-17,2025-11-18,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC00192,C00175,Onboarding,Simplified,KYC Onboarding,AN010,2025-10-03,2025-10-07,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.6
KYC00193,C00176,Onboarding,Standard,KYC Onboarding,AN002,2024-10-08,2024-10-12,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.4
KYC00194,C00177,Onboarding,Standard,KYC Onboarding,AN006,2024-09-22,2024-09-24,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.5
KYC00195,C00178,Onboarding,Standard,KYC Onboarding,AN005,2025-06-16,2025-06-25,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.7
KYC00196,C00179,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2024-10-26,2024-11-18,30,23.0,N,Y,Y,N,Y,N,Escalated to Compliance,,Y,14.7
KYC00197,C00179,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-12-01,2025-12-09,30,8.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.1
KYC00198,C00180,Onboarding,Standard,Business Due Diligence,AN025,2025-06-14,2025-06-17,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.9
KYC00199,C00181,Onboarding,Standard,KYC Onboarding,AN003,2024-03-04,2024-03-07,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00200,C00182,Onboarding,Standard,KYC Onboarding,AN004,2024-07-15,2024-07-21,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC00201,C00183,Onboarding,Standard,KYC Onboarding,AN008,2025-07-23,2025-07-27,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC00202,C00184,Onboarding,Standard,KYC Onboarding,AN004,2025-10-30,2025-11-04,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.9
KYC00204,C00185,Onboarding,Standard,KYC Onboarding,AN004,2024-01-18,2024-01-19,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC00205,C00186,Onboarding,Standard,KYC Onboarding,AN002,2025-07-21,2025-08-02,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.0
KYC00206,C00187,Onboarding,Standard,KYC Onboarding,AN003,2024-02-16,2024-02-19,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.2
KYC00207,C00188,Onboarding,Simplified,KYC Onboarding,AN010,2025-09-24,2025-09-25,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC00208,C00189,Onboarding,Simplified,KYC Onboarding,AN004,2024-07-01,2024-07-03,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00209,C00190,Onboarding,Simplified,KYC Onboarding,AN009,2024-09-18,2024-09-19,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.6
KYC00210,C00190,Trigger Event Review,Standard,KYC Periodic Review,AN013,2025-04-22,2025-05-01,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.0
KYC00211,C00191,Onboarding,Standard,Business Due Diligence,AN025,2025-06-05,2025-06-13,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.8
KYC00212,C00192,Onboarding,Standard,KYC Onboarding,AN001,2025-09-04,2025-09-07,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00213,C00193,Onboarding,Standard,Business Due Diligence,AN022,2024-10-28,2024-10-29,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC00214,C00194,Onboarding,Standard,KYC Onboarding,AN010,2024-08-17,2024-08-19,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.6
KYC00215,C00195,Onboarding,Standard,Business Due Diligence,AN024,2025-12-16,2025-12-19,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.0
KYC00216,C00196,Onboarding,Standard,Business Due Diligence,AN025,2025-12-05,2025-12-16,10,11.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,7.9
KYC00217,C00197,Onboarding,Standard,Business Due Diligence,AN026,2025-01-17,2025-01-26,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,7.3
KYC00218,C00198,Onboarding,Standard,Business Due Diligence,AN022,2024-01-16,2024-01-30,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.4
KYC00219,C00199,Onboarding,Standard,Business Due Diligence,AN022,2025-12-06,2025-12-17,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,5.3
KYC00220,C00200,Onboarding,Standard,KYC Onboarding,AN009,2025-03-28,2025-04-01,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.9
KYC00221,C00201,Onboarding,Standard,Business Due Diligence,AN023,2025-02-07,2025-02-15,10,8.0,N,Y,Y,Y,N/A,N/A,Rejected,Source of funds unclear,Y,3.6
KYC00222,C00202,Onboarding,Standard,KYC Onboarding,AN007,2024-03-19,2024-03-25,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.5
KYC00223,C00203,Onboarding,Standard,KYC Onboarding,AN003,2025-12-25,2025-12-29,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC00224,C00204,Onboarding,Simplified,KYC Onboarding,AN008,2025-06-09,2025-06-10,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.4
KYC00225,C00205,Onboarding,Standard,Business Due Diligence,AN023,2024-06-04,2024-06-09,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.1
KYC00226,C00206,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2024-09-18,2024-09-25,30,7.0,N,Y,Y,Y,Y,Y,Approved,,Y,3.0
KYC00227,C00206,Periodic Review,Enhanced,Enhanced Due Diligence,AN020,2025-09-15,2025-10-08,30,23.0,N,Y,Y,Y,Y,Y,Approved,,Y,12.6
KYC00228,C00206,Trigger Event Review,Enhanced,Enhanced Due Diligence,AN017,2025-08-09,2025-09-30,30,52.0,Y,Y,Y,N,Y,Y,Approved,,Y,35.6
KYC00229,C00207,Onboarding,Standard,KYC Onboarding,AN009,2024-09-08,2024-09-10,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00230,C00208,Onboarding,Standard,KYC Onboarding,AN005,2025-09-25,2025-09-28,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.6
KYC00231,C00209,Onboarding,Simplified,KYC Onboarding,AN002,2024-12-12,2024-12-13,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC00232,C00210,Onboarding,Standard,KYC Onboarding,AN005,2025-09-26,2025-10-08,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,5.0
KYC00233,C00211,Onboarding,Standard,KYC Onboarding,AN002,2025-05-13,2025-05-18,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.6
KYC00234,C00212,Onboarding,Standard,KYC Onboarding,AN002,2024-09-23,2024-10-15,10,22.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,12.5
KYC00235,C00213,Onboarding,Standard,KYC Onboarding,AN007,2024-10-23,2024-10-26,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.0
KYC00236,C00214,Onboarding,Standard,KYC Onboarding,AN002,2025-08-11,2025-08-20,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.2
KYC00237,C00215,Onboarding,Standard,KYC Onboarding,AN007,2024-12-28,2025-01-02,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC00238,C00216,Onboarding,Standard,KYC Onboarding,AN005,2025-05-12,2025-05-16,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC00239,C00216,Trigger Event Review,Simplified,KYC Periodic Review,AN015,2025-08-18,2025-08-20,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.0
KYC00240,C00217,Onboarding,Simplified,KYC Onboarding,AN005,2024-03-27,2024-04-06,5,10.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,4.9
KYC00241,C00218,Onboarding,Simplified,KYC Onboarding,AN006,2024-11-07,2024-11-12,5,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.0
KYC00242,C00219,Onboarding,Standard,KYC Onboarding,AN005,2025-02-21,2025-02-23,10,2.0,N,N,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC00243,C00220,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2024-09-07,2024-09-10,30,3.0,N,Y,Y,N,Y,N,Escalated to Compliance,,Y,2.4
KYC00244,C00220,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-09-24,2025-10-26,30,32.0,Y,Y,Y,N,Y,Y,Approved,,N,17.2
KYC00245,C00221,Onboarding,Standard,Business Due Diligence,AN024,2025-09-08,2025-09-10,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC00246,C00222,Onboarding,Standard,KYC Onboarding,AN003,2024-05-29,2024-06-06,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.0
KYC00247,C00223,Onboarding,Standard,KYC Onboarding,AN005,2025-09-08,2025-09-17,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC00248,C00224,Onboarding,Simplified,KYC Onboarding,AN006,2024-02-12,2024-02-13,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.6
KYC00249,C00225,Onboarding,Standard,Business Due Diligence,AN025,2024-11-05,2024-11-14,10,9.0,N,Y,Y,N,N/A,N/A,Rejected,Source of funds unclear,Y,4.5
KYC00250,C00226,Onboarding,Simplified,KYC Onboarding,AN007,2025-01-09,2025-01-13,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.1
KYC00251,C00227,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-07-02,2024-08-14,30,43.0,Y,Y,Y,Y,N,Y,Approved,,Y,38.4
KYC00252,C00227,Periodic Review,Enhanced,Enhanced Due Diligence,AN021,2025-07-28,2025-09-02,30,36.0,Y,Y,Y,N,Y,Y,Approved,,Y,23.6
KYC00253,C00228,Onboarding,Simplified,KYC Onboarding,AN010,2025-01-25,2025-01-26,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.8
KYC00254,C00229,Onboarding,Standard,KYC Onboarding,AN007,2025-10-20,2025-10-24,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,3.4
KYC00255,C00230,Onboarding,Standard,KYC Onboarding,AN001,2024-11-18,2024-11-22,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC00256,C00231,Onboarding,Standard,Business Due Diligence,AN025,2025-01-28,2025-02-05,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.1
KYC00257,C00231,Trigger Event Review,Standard,Business Due Diligence,AN022,2025-03-08,2025-03-20,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.9
KYC00258,C00232,Onboarding,Standard,KYC Onboarding,AN010,2025-11-23,2025-12-03,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.8
KYC00259,C00233,Onboarding,Standard,KYC Onboarding,AN002,2025-11-04,2025-11-07,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00260,C00234,Onboarding,Standard,Business Due Diligence,AN022,2024-01-08,2024-01-26,10,18.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,9.4
KYC00261,C00235,Onboarding,Standard,KYC Onboarding,AN001,2025-06-14,2025-06-22,10,8.0,N,Y,Y,Y,N/A,N/A,Rejected,Sanctions match,Y,4.4
KYC00262,C00236,Onboarding,Standard,KYC Onboarding,AN008,2025-09-12,2025-09-16,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.3
KYC00263,C00237,Onboarding,Simplified,KYC Onboarding,AN010,2025-11-17,2025-11-18,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC00264,C00238,Onboarding,Standard,Business Due Diligence,AN024,2025-08-08,2025-08-18,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.1
KYC00265,C00239,Onboarding,Standard,KYC Onboarding,AN008,2024-02-28,2024-03-06,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC00266,C00240,Onboarding,Standard,Business Due Diligence,AN023,2025-07-08,2025-07-16,10,8.0,N,Y,Y,Y,N/A,N/A,Rejected,Unverifiable identity,Y,6.6
KYC00267,C00241,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-09-07,2025-10-16,30,39.0,Y,Y,Y,Y,Y,Y,Approved,,Y,29.8
KYC00268,C00242,Onboarding,Standard,Business Due Diligence,AN026,2025-01-15,2025-01-17,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC00269,C00243,Onboarding,Standard,Business Due Diligence,AN022,2024-01-16,2024-01-22,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC00270,C00244,Onboarding,Standard,KYC Onboarding,AN003,2024-05-15,2024-05-31,10,16.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,12.4
KYC00271,C00245,Onboarding,Standard,Business Due Diligence,AN023,2024-07-20,2024-07-27,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC00272,C00246,Onboarding,Standard,Business Due Diligence,AN023,2025-09-21,2025-09-27,10,6.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.7
KYC00273,C00247,Onboarding,Standard,Business Due Diligence,AN022,2024-03-29,2024-04-09,10,11.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,9.6
KYC00274,C00248,Onboarding,Standard,KYC Onboarding,AN002,2025-06-28,2025-07-06,10,8.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.6
KYC00275,C00249,Onboarding,Standard,KYC Onboarding,AN002,2024-05-07,2024-05-12,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC00276,C00250,Onboarding,Standard,KYC Onboarding,AN009,2025-08-30,2025-09-09,10,10.0,N,Y,Y,N,N/A,N/A,Rejected,Unverifiable identity,Y,6.9
KYC00277,C00251,Onboarding,Standard,KYC Onboarding,AN002,2024-01-06,2024-01-08,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC00278,C00252,Onboarding,Standard,KYC Onboarding,AN004,2024-06-21,2024-06-28,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.5
KYC00279,C00253,Onboarding,Simplified,KYC Onboarding,AN007,2024-03-15,2024-03-18,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.5
KYC00280,C00254,Onboarding,Standard,KYC Onboarding,AN003,2025-02-05,2025-02-09,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.9
KYC00281,C00255,Onboarding,Standard,KYC Onboarding,AN009,2025-07-21,2025-07-24,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC00282,C00256,Onboarding,Simplified,KYC Onboarding,AN009,2024-10-28,2024-10-29,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC00283,C00257,Onboarding,Standard,Business Due Diligence,AN026,2025-01-23,2025-02-02,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.9
KYC00284,C00258,Onboarding,Standard,Business Due Diligence,AN024,2025-04-12,2025-04-20,10,8.0,N,Y,Y,Y,N/A,N/A,Rejected,Incomplete documents,Y,6.0
KYC00285,C00259,Onboarding,Simplified,KYC Onboarding,AN009,2024-11-27,2024-12-03,5,6.0,Y,Y,Y,N,N/A,N/A,Rejected,Customer withdrew,Y,4.2
KYC00286,C00260,Onboarding,Simplified,KYC Onboarding,AN009,2025-07-01,2025-07-07,5,6.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,2.5
KYC00287,C00261,Onboarding,Standard,Business Due Diligence,AN023,2024-07-22,2024-07-25,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00288,C00262,Onboarding,Standard,KYC Onboarding,AN006,2024-05-03,2024-05-12,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,N,5.5
KYC00289,C00263,Onboarding,Standard,KYC Onboarding,AN002,2024-05-13,2024-05-17,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.0
KYC00290,C00264,Onboarding,Standard,KYC Onboarding,AN002,2024-05-07,2024-05-09,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.4
KYC00291,C00265,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2024-01-27,2024-03-07,30,40.0,Y,Y,Y,Y,N,Y,Approved,,Y,28.3
KYC00292,C00265,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-01-17,2025-01-22,30,5.0,N,Y,Y,N,Y,Y,Approved,,Y,3.9
KYC00293,C00266,Onboarding,Simplified,KYC Onboarding,AN006,2024-02-01,2024-02-04,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.3
KYC00294,C00267,Onboarding,Standard,Business Due Diligence,AN022,2024-02-08,2024-02-16,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.1
KYC00295,C00268,Onboarding,Standard,KYC Onboarding,AN008,2024-04-21,2024-04-26,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC00296,C00269,Onboarding,Standard,KYC Onboarding,AN009,2025-04-07,2025-04-09,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00297,C00270,Onboarding,Standard,Business Due Diligence,AN022,2024-06-24,2024-07-03,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC00298,C00271,Onboarding,Standard,Business Due Diligence,AN025,2025-02-27,2025-03-02,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC00299,C00271,Trigger Event Review,Standard,Business Due Diligence,AN026,2025-10-23,2025-11-05,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.0
KYC00300,C00272,Onboarding,Standard,KYC Onboarding,AN008,2024-02-21,2024-03-02,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.2
KYC00301,C00273,Onboarding,Standard,KYC Onboarding,AN004,2025-08-05,2025-08-17,10,12.0,Y,Y,Y,N,N/A,N/A,Rejected,Unverifiable identity,Y,5.2
KYC00302,C00274,Onboarding,Standard,KYC Onboarding,AN007,2024-09-14,2024-09-25,10,11.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,5.6
KYC00303,C00275,Onboarding,Standard,KYC Onboarding,AN002,2024-11-15,2024-11-26,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,7.7
KYC00304,C00276,Onboarding,Standard,KYC Onboarding,AN002,2025-05-08,2025-05-09,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.8
KYC00305,C00277,Onboarding,Standard,Business Due Diligence,AN022,2025-12-28,,10,,,Y,Y,Y,N/A,N/A,Pending,,,0.0
KYC00306,C00278,Onboarding,Standard,KYC Onboarding,AN005,2025-07-30,2025-08-11,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,10.4
KYC00307,C00279,Onboarding,Standard,KYC Onboarding,AN008,2024-10-17,2024-10-20,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC00308,C00279,Trigger Event Review,Standard,KYC Periodic Review,AN015,2025-05-10,2025-05-13,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC00309,C00280,Onboarding,Standard,Business Due Diligence,AN024,2024-09-06,2024-09-25,10,19.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,13.3
KYC00310,C00281,Onboarding,Simplified,KYC Onboarding,AN006,2024-09-03,2024-09-04,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC00311,C00282,Onboarding,Standard,Business Due Diligence,AN022,2024-02-27,2024-03-19,10,21.0,Y,N,Y,Y,N/A,N/A,Approved,,Y,13.9
KYC00312,C00283,Onboarding,Standard,Business Due Diligence,AN026,2024-08-31,2024-09-11,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.7
KYC00313,C00284,Onboarding,Standard,KYC Onboarding,AN008,2025-07-05,2025-07-10,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC00314,C00285,Onboarding,Simplified,KYC Onboarding,AN009,2024-07-18,2024-07-21,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC00315,C00286,Onboarding,Standard,Business Due Diligence,AN025,2024-10-10,2024-10-17,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.3
KYC00316,C00287,Onboarding,Standard,Business Due Diligence,AN025,2024-02-17,2024-02-19,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.0
KYC00317,C00288,Onboarding,Standard,Business Due Diligence,AN025,2024-07-02,2024-07-14,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.4
KYC00318,C00289,Onboarding,Simplified,KYC Onboarding,AN001,2024-02-16,2024-02-19,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.5
KYC00319,C00290,Onboarding,Standard,Business Due Diligence,AN022,2024-12-09,2024-12-16,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.7
KYC00320,C00291,Onboarding,Standard,KYC Onboarding,AN005,2024-08-02,2024-08-08,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.1
KYC00321,C00292,Onboarding,Standard,KYC Onboarding,AN003,2025-12-09,2025-12-14,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.5
KYC00322,C00293,Onboarding,Standard,KYC Onboarding,AN001,2025-03-06,2025-03-13,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.1
KYC00323,C00294,Onboarding,Simplified,KYC Onboarding,AN010,2024-09-25,2024-09-29,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.3
KYC00324,C00295,Onboarding,Simplified,KYC Onboarding,AN006,2025-01-23,2025-01-25,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00325,C00296,Onboarding,Standard,KYC Onboarding,AN002,2025-12-01,2025-12-05,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.1
KYC00326,C00297,Onboarding,Standard,Business Due Diligence,AN025,2024-05-10,2024-05-14,10,4.0,N,Y,Y,Y,N/A,N/A,Rejected,Unacceptable risk appetite,Y,1.9
KYC00327,C00298,Onboarding,Simplified,KYC Onboarding,AN004,2024-07-03,2024-07-05,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00328,C00299,Onboarding,Simplified,KYC Onboarding,AN009,2025-02-02,2025-02-04,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
